date,stock_index,open_price,close_price,daily_high,daily_low,trading_volume,gdp_growth_percent,inflation_rate_percent,unemployment_rate_percent,interest_rate_percent,consumer_confidence_index,government_debt_billion_usd,corporate_profits_billion_usd,forex_usd_eur,forex_usd_jpy,crude_oil_price_usd_per_barrel,gold_price_usd_per_ounce,real_estate_index,retail_sales_billion_usd,bankruptcy_rate_percent,mergers_&_acquisitions_deals,venture_capital_funding_billion_usd,consumer_spending_billion_usd,year
2008-02-17,NASDAQ,4828.54,4820.57,4861.41,4782.46,300190401,6.42,1.33,5.14,3.5,113,4091,4700,0.95,122.05,147.12,977.85,119.88,8071,0.14,6,48.6,2015,2008
2008-02-18,Dow Jones,2708.42,2747.9300000000003,2757.6600000000003,2682.4,674078810,-2.21,0.18,11.18,7.08,108,21598,1020,1.07,112.9,103.51,1457.3,343.5,5552,7.34,40,34.95,8294,2008
2008-02-19,NASDAQ,2900.4,2948.67,2968.21,2890.19,866551873,5.79,6.31,5.93,8.28,98,5214,3582,0.81,90.83,78.82,1671.14,353.89,4695,2.62,30,64.92,512,2008
2008-02-20,NASDAQ,4591.82,4605.52,4652.849999999999,4564.56,912975673,5.03,6.48,2.58,7.54,101,11365,1543,1.43,140.55,119.03,1664.48,291.83,9022,8.78,30,66.17,4215,2008
2008-02-21,Dow Jones,3100.2,3066.36,3112.53,3028.09,393170205,6.22,5.84,9.24,9.22,70,29606,4607,0.87,83.68,31.85,1523.49,258.74,4677,5.36,45,7.81,4191,2008
2008-02-22,S&P 500,3829.12,3869.7,3903.12,3784.34,232752626,-2.17,1.83,12.85,8.71,61,26621,2901,1.05,98.9,98.97,1356.5,457.07,5688,4.79,16,59.58,12141,2008
2008-02-23,S&P 500,2008.69,2010.31,2047.32,1969.2,931354313,-2.64,6.03,7.32,9.95,60,27919,1875,1.39,87.68,105.88,1395.84,475.37,425,7.73,14,71.1,4640,2008
2008-02-24,S&P 500,2786.91,2752.28,2809.32,2742.5199999999995,483927890,-1.45,0.57,10.02,2.23,103,5167,128,1.35,87.48,78.77,1251.94,369.26,7330,7.41,6,7.68,14662,2008
2008-02-25,S&P 500,1493.8,1535.97,1582.85,1463.82,405411369,0.49,6.09,13.7,3.4,119,8957,2392,1.39,107.33,52.84,1785.84,300.49,7447,7.04,29,65.95,1469,2008
2008-02-26,S&P 500,1823.92,1849.67,1886.5,1807.31,364121103,6.9,5.54,12.27,6.54,63,16257,3803,1.44,91.23,144.1,2244.81,127.02,6047,6.9,38,80.42,12225,2008
2008-02-27,NASDAQ,1003.77,1026.94,1049.84,1003.31,220711628,6.07,6.55,4.52,7.46,82,8793,925,1.44,120.7,59.15,2295.47,220.42,3335,5.15,13,83.21,10045,2008
2008-02-28,S&P 500,1157.06,1177.98,1206.45,1147.05,191027695,8.88,8.95,11.53,5.58,75,15832,3841,1.34,123.9,36.22,2489.33,214.04,9675,9.26,30,4.26,6920,2008
2008-02-29,NASDAQ,4909.14,4879.17,4943.77,4873.51,63668031,-4.12,8.5,8.52,1.2,63,24738,238,1.21,141.75,101.96,950.99,123.3,4173,8.91,8,69.77,3511,2008
2008-03-01,NASDAQ,1969.41,1940.51,1999.02,1898.37,154879409,-4.83,9.81,11.7,8.5,97,27832,4552,1.19,100.98,94.66,1164.24,437.35,8846,3.29,8,79.72,5270,2008
2008-03-02,NASDAQ,3653.24,3672.07,3716.0,3640.31,903170423,5.49,9.76,8.43,9.63,114,24042,2359,0.81,101.64,118.12,2041.35,446.82,8494,8.05,48,39.74,10712,2008
2008-03-03,Dow Jones,4356.4,4328.37,4374.24,4314.14,886758407,-0.81,7.72,3.66,4.35,95,20857,1262,1.31,97.25,117.99,1896.91,464.95,4885,8.91,1,54.33,11021,2008
2008-03-04,Dow Jones,3202.64,3196.51,3217.63,3148.51,146672119,0.01,9.56,9.41,2.64,104,26610,3539,0.96,134.73,100.63,1027.57,396.72,4979,6.18,43,26.59,13356,2008
2008-03-05,NASDAQ,1612.58,1640.78,1651.47,1593.63,561585137,3.2,8.67,8.4,0.68,117,2769,2633,1.38,109.96,46.98,1872.73,384.21,1687,5.56,21,31.09,8644,2008
2008-03-06,Dow Jones,3912.47,3940.87,3942.76,3911.99,799316126,-3.46,7.28,8.73,2.75,61,28038,1459,1.19,118.67,135.33,1490.99,291.13,552,6.72,15,50.21,8769,2008
2008-03-07,S&P 500,3401.01,3396.34,3403.1600000000003,3382.15,597766892,4.64,0.75,13.43,7.15,103,19367,2325,1.49,106.22,52.28,2426.66,442.96,3174,1.63,1,15.2,2391,2008
2008-03-08,S&P 500,3925.0,3954.22,3997.72,3919.04,778294296,-0.12,0.49,13.63,9.16,113,18097,2660,0.95,90.98,32.22,2253.91,304.05,1212,0.87,14,37.11,5776,2008
2008-03-09,NASDAQ,4078.99,4112.849999999999,4146.77,4073.85,975733242,4.49,8.38,7.9,1.39,96,21619,3772,1.31,87.18,59.19,924.51,111.86,1174,8.2,5,30.21,4922,2008
2008-03-10,S&P 500,4901.64,4917.12,4950.15,4897.77,227063782,7.51,4.9,7.92,5.76,86,11684,2260,1.18,140.78,82.82,952.98,333.96,3624,5.73,22,23.9,12231,2008
2008-03-11,NASDAQ,3294.25,3267.09,3324.98,3237.4300000000003,274066900,-2.43,8.15,8.7,7.11,90,21313,382,1.45,98.58,46.93,1509.0,256.18,4867,1.23,27,48.44,12795,2008
2008-03-12,NASDAQ,2366.56,2343.96,2409.02,2334.49,935042038,8.96,3.13,8.75,3.13,76,25982,1239,0.99,145.91,63.38,814.23,308.52,8771,4.16,42,83.88,7682,2008
2008-03-13,S&P 500,3593.86,3575.34,3617.87,3557.28,677342840,2.96,3.98,14.36,5.91,91,26657,1897,0.84,146.31,86.78,960.46,276.28,3418,2.98,16,24.3,7290,2008
2008-03-14,Dow Jones,1273.76,1235.44,1317.28,1192.34,86910001,8.84,7.0,10.44,7.29,117,10296,4236,1.18,113.52,61.98,2385.41,298.72,3033,8.75,35,66.01,2200,2008
2008-03-15,S&P 500,4589.59,4566.91,4607.56,4545.69,303579301,-1.88,9.15,5.61,8.46,78,16160,3079,1.17,147.1,31.61,2147.13,143.43,7950,5.07,18,25.49,5261,2008
2008-03-16,S&P 500,1477.52,1448.47,1523.86,1402.69,442387176,4.07,0.88,8.91,4.8,85,15186,1290,1.02,81.99,45.64,1943.61,105.81,3894,5.78,4,14.29,12039,2008
2008-03-17,NASDAQ,2311.37,2306.9,2346.3,2282.0,523425925,1.06,8.61,10.15,7.6,106,6495,1344,1.49,86.42,123.25,2211.4,236.07,2543,2.35,22,94.34,11979,2008
2008-03-18,NASDAQ,4262.98,4303.82,4316.679999999999,4243.04,990814609,6.61,7.93,10.32,3.37,61,1069,4508,0.85,97.03,144.06,1225.09,201.82,4354,7.99,43,63.36,11220,2008
