date,stock_index,open_price,close_price,daily_high,daily_low,trading_volume,gdp_growth_percent,inflation_rate_percent,unemployment_rate_percent,interest_rate_percent,consumer_confidence_index,government_debt_billion_usd,corporate_profits_billion_usd,forex_usd_eur,forex_usd_jpy,crude_oil_price_usd_per_barrel,gold_price_usd_per_ounce,real_estate_index,retail_sales_billion_usd,bankruptcy_rate_percent,mergers_&_acquisitions_deals,venture_capital_funding_billion_usd,consumer_spending_billion_usd,year
2001-02-09,Dow Jones,3708.48,3693.29,3731.2,3651.31,106180270,2.34,1.04,11.68,1.22,72,912,469,0.85,119.09,94.03,2374.62,180.52,2906,9.42,46,9.31,12416,2001
2001-02-10,S&P 500,3423.12,3462.68,3473.14,3393.61,512530858,5.45,8.96,7.45,2.42,60,28234,3839,1.32,143.65,67.95,1162.13,484.74,9830,9.06,41,95.38,8879,2001
2001-02-11,NASDAQ,2458.37,2505.03,2505.22,2448.78,589396901,-3.34,5.85,8.32,6.75,65,9174,4473,1.48,119.74,49.69,2158.46,136.82,2883,8.7,40,13.06,9639,2001
2001-02-12,Dow Jones,1871.57,1865.91,1883.65,1836.85,346500909,1.62,9.34,12.43,4.71,98,11651,439,1.25,115.7,130.28,1093.16,109.24,7226,1.06,13,68.65,7386,2001
2001-02-13,NASDAQ,4952.14,4934.240000000001,4977.63,4908.9400000000005,280799810,7.14,3.46,5.85,3.26,63,4347,2962,0.99,132.51,27.11,2331.33,243.52,860,2.33,20,42.51,7438,2001
2001-02-14,S&P 500,2816.01,2818.6200000000003,2837.6200000000003,2796.0800000000004,673196306,2.58,6.77,3.26,4.48,55,9294,713,0.99,90.33,80.76,1891.48,380.57,6320,6.12,13,83.73,133,2001
2001-02-15,NASDAQ,3753.1,3771.88,3794.3,3747.12,553470931,5.54,2.05,8.76,4.73,91,24858,1203,1.45,143.39,81.79,1107.72,491.23,6228,9.7,48,77.34,8041,2001
2001-02-16,NASDAQ,1562.21,1539.56,1611.24,1518.72,463821194,6.19,6.18,8.87,9.15,66,1581,3877,1.01,120.43,94.12,861.64,473.1,1612,6.05,42,14.46,5524,2001
2001-02-17,NASDAQ,2942.36,2966.01,2983.5200000000004,2938.7200000000003,219593975,-1.2,1.3,12.36,1.48,91,29343,892,1.34,128.04,45.69,1980.85,375.39,5450,3.27,5,46.83,9366,2001
2001-02-18,NASDAQ,1110.15,1065.3200000000002,1132.76,1060.38,866426896,8.14,0.02,14.59,3.16,59,21239,166,1.25,137.33,133.26,1830.37,274.62,760,8.17,11,2.85,1644,2001
2001-02-19,S&P 500,3021.82,2976.75,3028.5,2955.95,691241596,1.9,9.32,2.72,5.61,95,24546,4410,1.21,124.45,145.49,1839.24,338.32,6350,1.35,27,43.01,10472,2001
2001-02-20,NASDAQ,4856.07,4844.7,4858.469999999999,4829.429999999999,380207802,-1.85,5.55,9.69,7.13,98,8716,4611,0.93,124.88,91.36,1619.85,487.46,797,8.82,48,70.05,7633,2001
2001-02-21,NASDAQ,2536.83,2522.18,2575.6,2475.9,823515184,7.98,9.27,10.86,6.49,58,8889,4747,0.82,131.07,53.3,1844.55,206.2,8066,9.75,28,23.29,11555,2001
2001-02-22,Dow Jones,1155.98,1137.54,1184.51,1118.75,992930422,1.27,3.34,14.82,9.45,88,19510,3895,1.14,83.66,133.99,2284.48,291.31,9322,9.68,36,81.02,627,2001
2001-02-23,NASDAQ,1123.82,1122.9199999999998,1161.86,1085.0299999999995,79103714,6.25,3.28,14.25,8.06,51,9114,670,1.49,106.75,148.46,2418.4,377.16,924,1.48,37,5.41,3358,2001
2001-02-24,Dow Jones,2551.95,2534.02,2559.44,2507.51,624213517,3.22,4.01,11.26,5.79,117,18025,639,0.94,147.41,116.44,1385.66,104.12,1078,5.5,2,3.55,6427,2001
2001-02-25,S&P 500,1640.1,1609.33,1668.6899999999998,1574.13,94697722,0.73,7.06,8.78,2.54,101,23819,216,1.18,98.06,63.38,1629.38,252.5,5561,5.85,32,2.84,7460,2001
2001-02-26,S&P 500,1093.41,1074.36,1106.09,1061.35,535238246,7.15,5.66,4.1,4.78,60,10745,2298,1.27,117.96,50.68,1264.15,327.16,9595,1.95,49,28.07,3255,2001
2001-02-27,S&P 500,4024.85,4072.34,4083.74,3977.75,170369272,3.77,9.25,6.99,7.09,86,18004,3131,1.14,92.28,40.36,1499.7,460.37,1824,5.47,45,46.76,995,2001
2001-02-28,S&P 500,2834.09,2825.2000000000003,2834.67,2798.7000000000003,425064082,0.86,0.25,9.61,8.46,71,12859,3556,1.15,102.63,50.54,2153.01,496.8,6320,6.47,11,10.83,12294,2001
2001-03-01,Dow Jones,2156.98,2151.45,2163.5,2109.88,77195522,-3.36,7.08,11.43,9.62,101,5027,3151,1.26,130.2,49.56,1522.48,322.53,6367,3.29,11,99.67,5613,2001
2001-03-02,NASDAQ,4600.33,4607.98,4623.44,4582.08,816133217,8.43,3.3,10.26,6.25,54,23990,2581,1.37,125.02,145.76,1465.79,477.83,2431,3.16,10,99.96,5180,2001
2001-03-03,S&P 500,1464.56,1512.89,1518.7299999999998,1459.55,38687289,-4.47,1.8,11.28,5.51,51,13167,2467,1.03,109.0,103.62,2245.19,139.71,7088,0.6,27,52.03,12050,2001
2001-03-04,NASDAQ,4823.68,4797.84,4872.97,4764.150000000001,809171632,7.95,5.1,7.58,0.67,54,26869,1734,1.43,145.67,41.71,802.16,380.51,3929,9.57,34,56.84,1626,2001
2001-03-05,Dow Jones,2255.87,2274.0,2289.43,2255.48,8408040,0.4,5.05,11.46,1.18,81,7193,341,1.14,134.25,83.45,2248.72,260.22,6851,8.04,33,92.69,703,2001
2001-03-06,Dow Jones,4553.61,4575.21,4581.7300000000005,4529.849999999999,880553429,4.59,1.37,3.87,1.98,68,5403,564,1.26,98.75,44.0,1108.39,400.39,8848,7.59,21,77.0,9094,2001
2001-03-07,Dow Jones,3411.77,3422.5,3432.45,3402.13,420473637,8.83,2.02,4.11,1.02,53,555,2350,0.87,112.58,98.78,1266.67,447.09,9414,0.22,38,16.88,1185,2001
2001-03-08,S&P 500,4306.83,4265.69,4336.22,4234.32,306000439,-2.72,4.08,4.12,4.31,95,23642,4744,1.14,141.46,64.38,1414.74,121.49,8155,6.24,22,79.27,2180,2001
2001-03-09,NASDAQ,4936.05,4953.74,4956.94,4887.08,437182298,3.5,4.09,13.58,3.7,75,13914,1978,0.81,81.57,45.43,2297.11,474.19,2215,1.81,11,23.17,12880,2001
2001-03-10,NASDAQ,2153.62,2110.03,2196.74,2086.81,325963220,6.47,3.18,2.99,6.55,99,2763,4981,1.07,120.7,51.56,2344.76,127.26,2225,6.62,18,43.08,242,2001
2001-03-11,NASDAQ,4844.54,4854.15,4902.219999999999,4803.67,881025512,6.36,1.49,12.42,5.59,75,25096,4736,0.84,96.24,107.76,1924.0,401.36,3317,6.21,30,53.3,11704,2001
2001-03-12,Dow Jones,2557.93,2581.89,2594.23,2532.54,405309278,2.88,0.04,5.04,6.16,81,28774,2634,1.43,84.47,73.04,1547.05,127.63,8366,8.52,12,71.73,9677,2001
2001-03-13,S&P 500,2542.05,2513.15,2564.55,2488.36,881107674,4.37,9.7,8.09,4.98,93,23237,2005,1.27,143.9,86.71,1677.42,444.67,6070,2.55,18,15.1,12510,2001
2001-03-14,Dow Jones,2361.55,2395.71,2396.82,2315.03,280480484,6.36,9.43,13.91,3.14,75,8982,3909,1.35,137.14,126.77,1786.68,181.99,8805,0.27,35,7.71,9813,2001
2001-03-15,Dow Jones,3165.63,3118.67,3197.67,3074.17,622542337,7.62,4.84,9.62,9.55,110,15550,671,1.13,92.97,105.2,2421.78,273.63,6118,9.14,21,86.63,5334,2001
2001-03-16,NASDAQ,1616.58,1650.96,1671.66,1577.29,429862645,6.43,9.95,4.73,1.32,100,18878,2808,1.4,138.59,80.11,2447.58,473.05,7936,9.09,43,82.7,2008,2001
2001-03-17,Dow Jones,3214.85,3210.88,3228.35,3196.07,768108334,0.31,6.74,5.69,9.42,108,17718,3741,1.41,90.25,144.03,2240.47,416.83,5981,4.56,29,52.37,5576,2001
2001-03-18,NASDAQ,3166.82,3138.5800000000004,3177.1600000000003,3111.3300000000004,53599432,9.95,0.69,13.97,3.46,87,21167,3604,1.05,113.33,47.89,1792.34,414.31,7315,0.78,3,66.27,9709,2001
2001-03-19,S&P 500,4047.61,4010.99,4080.31,3999.8,971204498,1.52,1.18,7.55,5.37,75,5770,3719,1.06,130.8,57.57,1464.25,405.33,4329,4.98,12,71.96,3675,2001
2001-03-20,NASDAQ,4334.6,4379.93,4400.740000000001,4312.400000000001,356296169,-4.63,9.16,9.63,1.53,94,14772,756,1.16,117.37,138.49,1191.48,327.77,7070,5.24,19,47.71,6835,2001
2001-03-21,S&P 500,2761.77,2719.04,2770.75,2694.83,813098047,0.44,6.3,7.98,1.17,80,15026,3251,0.83,139.55,130.92,1708.57,480.57,3190,8.22,38,25.8,14327,2001
2001-03-22,NASDAQ,2209.33,2179.24,2243.79,2137.66,641856995,-3.08,8.43,6.92,4.58,119,15242,1048,1.5,123.18,36.91,1387.57,432.65,2131,7.17,5,48.19,853,2001
2001-03-23,Dow Jones,2037.34,2022.12,2065.59,1977.32,95009609,-3.18,8.98,4.9,7.55,94,21193,4210,1.05,110.24,140.89,923.67,276.12,3506,0.71,43,95.08,14800,2001
2001-03-24,Dow Jones,1778.5,1790.52,1833.45,1757.77,377398010,-0.78,4.48,10.92,3.06,80,10606,3122,1.13,144.76,21.32,1609.58,397.02,4090,7.05,11,83.8,7874,2001
2001-03-25,S&P 500,1230.59,1235.07,1240.9399999999998,1229.6999999999998,42991207,-4.2,0.49,11.34,5.84,110,11293,406,1.33,82.54,126.91,1770.85,499.24,8822,1.36,15,46.61,4459,2001
2001-03-26,S&P 500,2369.79,2332.35,2409.07,2289.26,572721525,5.33,1.88,5.57,3.15,97,2001,804,1.01,114.19,56.24,1839.24,448.4,8132,0.89,44,22.64,10333,2001
2001-03-27,S&P 500,2080.99,2059.96,2114.67,2051.2499999999995,754573356,-3.89,0.67,12.26,4.19,94,15795,4592,0.94,126.25,44.53,925.48,100.49,8725,3.99,16,88.97,12475,2001
2001-03-28,NASDAQ,4865.67,4839.55,4871.42,4808.46,929319142,-1.95,1.89,13.11,9.11,109,16053,777,0.89,138.52,78.33,1621.29,395.15,1729,0.77,7,63.86,10799,2001
2001-03-29,NASDAQ,3230.84,3202.19,3265.58,3200.94,242418630,-3.61,4.11,13.97,8.63,110,12013,3012,1.17,117.88,136.62,1915.05,459.15,3807,8.29,32,40.53,1360,2001
2001-03-30,S&P 500,2389.11,2380.2200000000003,2411.19,2360.24,898250563,-4.05,1.18,4.1,5.4,101,21572,4093,0.8,141.99,122.17,2433.81,231.1,6376,4.63,43,11.25,1633,2001
2001-03-31,Dow Jones,3321.87,3342.27,3389.52,3272.57,595559630,-0.98,1.67,5.95,2.76,101,4636,310,1.3,109.84,145.72,842.58,491.0,8358,5.87,38,75.2,1694,2001
2001-04-01,NASDAQ,1556.79,1528.54,1563.87,1523.51,849713419,3.58,4.46,13.18,2.34,111,15205,4594,1.12,102.2,90.33,1949.68,260.52,8959,5.77,11,31.77,4020,2001
2001-04-02,NASDAQ,2776.17,2762.84,2808.31,2741.6600000000003,436032239,9.47,3.4,4.58,9.56,75,16903,1496,1.17,148.17,86.37,905.97,268.47,249,9.78,25,60.67,3346,2001
2001-04-03,NASDAQ,3504.94,3494.03,3524.04,3478.67,569093445,8.13,4.68,2.05,2.43,116,17916,3560,0.98,126.7,21.69,1070.03,164.35,1232,9.16,18,57.0,1695,2001
2001-04-04,S&P 500,2955.59,3003.24,3051.0800000000004,2910.34,788555067,8.14,4.29,13.32,8.18,98,9516,4453,0.92,109.8,43.48,1094.62,138.64,7762,8.49,12,69.99,3340,2001
2001-04-05,S&P 500,2607.12,2652.59,2669.09,2563.65,38254050,-2.36,6.44,6.24,4.01,93,14447,2262,1.29,141.47,84.69,1359.08,314.64,4810,3.83,9,53.81,7319,2001
2001-04-06,S&P 500,4975.39,5005.400000000001,5053.51,4963.51,411571975,-1.03,9.37,7.39,9.86,85,20158,4529,0.95,127.82,117.83,2213.21,341.11,5300,1.45,33,63.08,3399,2001
2001-04-07,S&P 500,4521.26,4495.43,4566.33,4491.37,420099334,-3.85,1.08,7.8,4.0,102,12353,4544,1.35,124.66,126.94,2255.6,246.76,639,5.92,30,8.25,7515,2001
2001-04-08,S&P 500,3493.62,3450.42,3507.14,3419.06,819851011,6.68,0.99,13.03,3.84,93,28869,2380,0.94,131.0,56.82,1437.42,342.64,1921,4.4,26,66.56,2479,2001
2001-04-09,Dow Jones,3277.51,3259.2000000000003,3317.69,3242.38,173849977,-3.95,8.53,6.39,6.56,71,14853,4644,1.23,131.68,112.62,1533.21,257.87,8766,2.26,2,19.5,3035,2001
2001-04-10,Dow Jones,3482.64,3459.32,3532.42,3425.72,758619276,3.35,5.06,13.6,9.63,51,1247,3248,1.25,114.51,127.71,1168.95,447.27,2401,0.98,43,39.26,3609,2001
2001-04-11,S&P 500,1805.25,1805.84,1818.47,1803.64,14900306,-1.28,7.66,10.02,9.77,56,29157,4180,1.15,109.35,68.72,1535.27,481.53,2640,4.36,4,51.3,13447,2001
2001-04-12,NASDAQ,2580.55,2608.32,2630.1600000000003,2573.88,754288253,-1.35,2.15,8.85,7.22,65,11058,927,1.5,143.65,110.42,1267.22,337.42,2718,6.51,4,68.72,7600,2001
2001-04-13,S&P 500,1157.84,1193.6699999999998,1219.6799999999998,1123.52,754145158,9.86,8.29,6.23,7.67,93,16571,2755,1.06,114.81,76.85,1097.3,436.91,7472,6.25,36,74.27,198,2001
2001-04-14,Dow Jones,2902.18,2936.67,2951.42,2891.56,57747913,6.35,9.24,5.17,5.85,114,7504,2245,1.42,95.11,148.13,1069.4,441.5,2949,7.74,6,70.52,12528,2001
2001-04-15,Dow Jones,3172.1,3158.07,3172.86,3115.19,754403819,7.55,6.35,10.11,7.68,118,17851,3801,0.92,116.51,20.87,2118.6,385.51,7993,4.67,39,9.6,12881,2001
2001-04-16,NASDAQ,1911.0,1929.72,1940.73,1908.07,418703673,3.58,1.06,7.81,8.67,110,16141,4657,1.04,82.41,73.86,998.81,176.8,5444,3.22,47,38.75,10027,2001
2001-04-17,Dow Jones,4856.12,4837.4,4870.22,4826.629999999999,604662562,8.07,8.95,13.84,5.12,79,4047,599,0.9,130.63,54.28,1847.26,161.98,6673,5.39,41,28.14,7258,2001
2001-04-18,S&P 500,4637.82,4593.91,4660.0,4543.98,454667454,4.68,7.92,8.39,6.39,91,29423,2778,1.22,88.89,130.47,1084.72,467.79,5698,9.75,12,39.9,5486,2001
2001-04-19,NASDAQ,3888.57,3908.73,3917.29,3866.92,772232825,9.19,7.51,8.65,5.6,74,29511,1161,1.25,87.82,57.33,2224.33,206.02,3588,0.45,33,64.72,6251,2001
2001-04-20,S&P 500,3133.55,3084.53,3177.21,3049.38,988769752,-0.78,0.37,7.42,5.84,106,19682,3596,1.12,146.24,90.7,1266.59,198.53,5592,5.29,35,19.37,1697,2001
2001-04-21,S&P 500,4479.88,4470.8,4515.13,4461.67,146068508,3.93,7.99,12.26,8.96,81,3515,4322,1.3,134.08,116.24,876.32,166.45,3582,3.29,33,50.26,12270,2001
2001-04-22,NASDAQ,1522.61,1505.55,1526.87,1475.06,332357559,5.35,1.38,7.52,3.88,99,23489,1226,1.41,109.0,84.64,1568.52,310.98,5894,1.05,2,88.5,5620,2001
2001-04-23,S&P 500,4162.04,4181.38,4213.88,4125.73,882697483,0.89,2.22,5.5,2.48,59,18688,2089,1.34,96.77,73.35,2499.66,370.8,8541,4.35,9,73.14,2992,2001
2001-04-24,Dow Jones,1499.28,1525.9,1558.58,1483.56,289309490,8.2,5.77,13.21,4.83,71,27754,2624,0.97,139.04,25.53,2182.33,370.46,658,6.41,42,72.56,4167,2001
2001-04-25,S&P 500,4176.84,4157.25,4224.650000000001,4115.81,214424494,9.7,2.65,9.76,2.48,90,2523,3400,1.02,147.8,22.98,1769.45,204.42,9877,5.28,34,84.89,6128,2001
2001-04-26,NASDAQ,2103.07,2134.23,2134.38,2072.9,713930215,2.41,6.61,9.69,5.23,96,9092,2870,1.07,115.58,144.45,1122.05,137.91,5869,0.29,36,39.98,9145,2001
2001-04-27,NASDAQ,4508.36,4487.75,4520.759999999999,4468.29,168464779,0.86,6.08,9.94,9.08,63,27494,4280,0.94,120.61,103.62,999.76,224.08,2431,5.79,5,75.97,3281,2001
2001-04-28,NASDAQ,4776.17,4770.8,4822.56,4742.92,206514227,2.08,1.08,11.34,6.37,52,21316,1482,1.05,97.01,127.28,2225.54,301.37,6924,2.32,20,5.96,13583,2001
2001-04-29,S&P 500,1595.18,1617.88,1664.49,1566.34,214009221,7.79,6.56,6.07,8.63,102,26999,4981,0.97,121.25,82.46,2139.1,344.98,5188,3.41,44,5.74,9885,2001
2001-04-30,NASDAQ,2850.7,2869.99,2906.02,2842.42,859131707,4.68,9.24,2.44,2.08,65,26444,4267,1.5,108.04,54.01,1585.72,208.24,1824,3.12,4,33.25,9147,2001
2001-05-01,NASDAQ,4923.95,4972.69,5010.98,4903.81,119279049,-4.33,1.61,12.54,9.06,110,11012,3266,1.35,139.19,58.29,1516.4,173.26,1686,8.59,2,19.77,2561,2001
2001-05-02,S&P 500,2933.63,2906.15,2938.2000000000003,2888.98,652404609,3.13,5.97,3.68,6.22,77,3824,2735,1.4,106.4,25.65,2072.74,436.63,4936,0.48,19,51.9,5104,2001
2001-05-03,Dow Jones,4454.19,4470.419999999999,4496.109999999999,4434.139999999999,352611255,-4.74,3.42,11.38,0.8,84,24047,1129,1.45,125.41,122.81,1711.26,443.17,2892,3.48,29,18.4,3179,2001
2001-05-04,S&P 500,3354.93,3365.9,3377.48,3316.87,353053228,6.68,4.6,3.07,6.51,51,18761,1718,1.27,94.24,95.6,1487.09,211.98,6688,3.95,11,97.56,11304,2001
2001-05-05,NASDAQ,2501.32,2542.8300000000004,2551.8900000000003,2477.19,411322328,-0.08,2.87,6.88,9.54,110,11379,4347,0.92,86.35,82.5,1227.93,324.05,516,6.19,34,85.13,10702,2001
2001-05-06,NASDAQ,2143.13,2108.77,2183.65,2061.75,781032710,2.08,3.54,2.82,1.25,105,26473,3728,1.33,82.82,130.8,1008.36,275.93,6705,7.89,31,98.26,10715,2001
2001-05-07,S&P 500,1812.89,1838.07,1844.82,1798.21,478863399,6.98,0.29,8.79,6.03,104,4175,1335,0.81,109.1,77.83,1811.15,156.79,903,7.28,18,80.8,3747,2001
2001-05-08,Dow Jones,4047.19,4054.02,4077.45,4026.4,337394582,-4.3,9.82,10.49,9.2,67,23845,2730,0.88,91.45,143.23,2204.28,476.23,3050,7.53,14,95.12,6039,2001
2001-05-09,NASDAQ,2546.16,2523.63,2593.09,2484.28,650928943,-2.62,6.25,4.23,0.59,98,10611,4083,0.82,149.54,21.72,2068.51,103.91,1669,1.92,9,36.87,4073,2001
2001-05-10,NASDAQ,3045.1,3042.54,3054.39,3015.24,960586442,0.97,5.01,6.83,6.49,91,16889,1505,0.89,135.89,148.0,1983.74,175.03,8589,9.12,25,49.84,5546,2001
2001-05-11,NASDAQ,2969.3,2952.6800000000003,3018.2000000000003,2925.3300000000004,176287417,-1.55,3.84,14.09,5.01,56,6033,4337,1.33,128.54,126.06,2379.05,238.23,3332,4.14,5,24.06,2073,2001
