date,stock_index,open_price,close_price,daily_high,daily_low,trading_volume,gdp_growth_percent,inflation_rate_percent,unemployment_rate_percent,interest_rate_percent,consumer_confidence_index,government_debt_billion_usd,corporate_profits_billion_usd,forex_usd_eur,forex_usd_jpy,crude_oil_price_usd_per_barrel,gold_price_usd_per_ounce,real_estate_index,retail_sales_billion_usd,bankruptcy_rate_percent,mergers_&_acquisitions_deals,venture_capital_funding_billion_usd,consumer_spending_billion_usd,year
2002-01-13,S&P 500,1783.33,1816.57,1838.16,1767.96,115629922,0.24,3.23,14.84,3.61,55,15156,4388,1.02,142.87,133.14,1202.83,137.98,9512,0.34,1,65.94,8461,2002
2002-01-14,S&P 500,1563.21,1612.37,1615.0700000000002,1513.96,502958763,7.65,0.88,6.33,2.6,91,5238,3875,0.98,141.02,102.89,890.56,492.25,5390,2.91,46,33.75,3608,2002
2002-01-15,Dow Jones,3489.65,3456.01,3515.48,3415.3100000000004,759975895,0.42,0.58,9.61,4.93,96,23379,3044,1.14,112.59,100.75,1295.57,440.53,2979,4.49,38,6.08,9609,2002
2002-01-16,S&P 500,4125.29,4144.47,4169.71,4117.06,454655079,-1.09,8.52,12.13,6.83,77,17988,4455,1.33,143.48,128.99,2278.88,324.55,6757,7.36,34,20.47,7612,2002
2002-01-17,NASDAQ,3313.19,3330.62,3338.1,3312.91,136785420,7.86,7.3,13.97,4.16,62,14104,3151,1.11,111.08,84.26,2345.87,198.08,3457,0.44,22,8.04,8167,2002
2002-01-18,S&P 500,1587.85,1635.85,1641.04,1585.7099999999998,101468847,0.62,6.99,11.82,8.12,74,21273,2763,1.47,143.2,130.94,1326.04,134.5,5834,7.81,5,50.87,11726,2002
2002-01-19,NASDAQ,4244.5,4293.06,4299.240000000001,4232.3,224563331,-4.75,3.4,10.77,7.52,56,14308,531,0.95,134.39,91.53,1118.9,368.73,1646,2.03,20,62.24,7447,2002
2002-01-20,Dow Jones,3543.82,3562.49,3567.5400000000004,3538.11,627252988,0.85,3.8,8.06,7.48,115,11197,2863,0.95,95.52,148.0,1029.97,180.6,1711,7.6,25,38.11,6751,2002
2002-01-21,S&P 500,2552.66,2527.02,2583.15,2500.35,164868491,4.82,9.58,9.87,9.86,107,13534,4891,1.22,145.08,105.79,1470.51,393.29,4077,6.25,29,53.06,14924,2002
2002-01-22,Dow Jones,3696.52,3726.38,3736.2,3653.62,231440656,-1.18,0.64,3.22,3.3,115,4384,3262,1.43,96.97,68.63,2204.89,433.0,5207,3.4,40,8.63,4495,2002
2002-01-23,S&P 500,2039.62,2000.32,2052.19,1963.48,773311104,1.48,7.74,13.49,6.62,85,1232,297,1.27,143.59,119.24,2249.53,495.59,4249,7.24,41,77.02,7802,2002
2002-01-24,NASDAQ,2380.77,2408.84,2417.52,2369.99,639773821,-4.15,3.1,9.07,8.63,51,16541,138,1.27,123.06,86.29,878.08,301.69,4712,2.36,29,3.37,11353,2002
2002-01-25,Dow Jones,4669.94,4710.96,4758.85,4649.98,271905808,3.82,0.39,2.52,6.01,87,18465,2618,1.36,126.72,124.78,1155.69,489.87,7762,2.2,7,63.48,3885,2002
2002-01-26,S&P 500,2162.02,2150.3,2204.75,2124.9100000000003,402651969,6.34,7.43,13.96,8.0,63,20563,2226,1.27,87.65,128.35,1145.39,159.73,4611,0.62,38,43.39,12464,2002
2002-01-27,NASDAQ,2879.95,2893.01,2904.53,2839.44,169121989,1.2,3.31,8.36,4.44,76,20736,828,1.33,84.6,100.2,2208.33,434.5,655,3.93,32,18.46,7490,2002
2002-01-28,Dow Jones,4560.56,4553.570000000001,4576.9400000000005,4511.610000000001,892108331,1.3,7.22,13.29,6.11,64,19311,3999,1.41,147.78,133.38,1575.7,243.92,8497,0.98,9,52.35,12200,2002
2002-01-29,Dow Jones,3830.89,3824.67,3841.38,3779.18,127972537,-3.68,7.08,13.14,1.03,61,17207,3265,0.81,103.58,72.45,1426.27,245.92,9293,4.2,17,78.12,12575,2002
2002-01-30,S&P 500,1248.81,1229.85,1273.4,1204.39,53102474,-1.97,5.35,12.6,9.86,92,4199,4879,1.42,139.11,27.46,2426.23,207.46,3963,0.1,47,41.41,9054,2002
2002-01-31,S&P 500,1589.21,1615.42,1616.4,1554.5,125720628,-2.68,7.77,2.8,8.1,106,5681,4327,0.95,129.31,106.14,2373.11,169.36,217,1.55,35,36.83,999,2002
2002-02-01,S&P 500,1031.37,1074.9899999999998,1108.5599999999995,1025.78,784748778,2.23,5.81,5.21,8.75,97,28068,2224,1.44,122.29,119.38,1548.18,276.89,2627,9.32,40,14.33,2790,2002
2002-02-02,NASDAQ,3523.69,3567.77,3593.93,3495.43,174949137,2.94,2.87,13.38,7.1,110,24197,4234,0.99,127.96,29.46,1018.16,494.91,3951,7.96,49,59.5,2625,2002
2002-02-03,S&P 500,2790.69,2758.17,2835.62,2745.74,525173095,9.23,7.34,13.69,2.27,93,9053,3871,1.12,86.26,120.22,1090.71,231.96,3861,2.36,10,82.82,5256,2002
2002-02-04,Dow Jones,1537.1,1574.57,1582.79,1515.51,484907672,-3.9,5.89,7.95,0.79,101,18984,3357,1.45,108.87,103.09,990.54,284.43,5590,7.18,43,56.18,117,2002
2002-02-05,Dow Jones,4831.74,4855.48,4895.69,4800.04,339157222,4.0,0.13,7.72,8.71,111,29573,3306,0.88,122.5,35.13,1956.86,191.4,6471,6.68,7,16.59,14278,2002
2002-02-06,S&P 500,3118.64,3093.92,3158.24,3081.07,241998427,2.9,9.02,4.28,4.27,51,13468,2698,1.32,140.73,90.19,1742.97,234.85,9750,1.77,0,66.16,3944,2002
2002-02-07,S&P 500,1967.57,1924.3,1973.93,1921.69,774357805,2.74,5.46,14.59,3.01,80,10584,4535,1.07,130.03,34.14,1746.3,122.06,5336,3.71,7,3.11,5772,2002
2002-02-08,Dow Jones,3002.41,2979.21,3022.34,2978.7,807592847,8.1,8.69,4.77,5.84,82,13780,3413,0.82,97.7,61.81,967.24,482.41,5803,9.14,4,83.82,3007,2002
2002-02-09,NASDAQ,3718.48,3759.7,3768.21,3717.37,676018814,-1.92,8.83,4.48,4.5,54,3254,1344,1.46,148.94,124.52,2148.57,303.92,4736,7.39,0,92.16,13321,2002
2002-02-10,S&P 500,1304.96,1318.28,1331.02,1304.54,235422207,-4.39,4.45,10.59,6.69,107,18356,4187,0.88,125.01,33.1,1710.47,393.18,9340,7.6,2,59.74,13749,2002
2002-02-11,S&P 500,2098.82,2120.9300000000003,2134.09,2093.3,972632382,5.08,5.08,5.16,5.1,60,17990,757,1.34,115.09,79.72,954.65,305.32,6330,5.64,26,88.19,14507,2002
2002-02-12,Dow Jones,4227.86,4203.58,4255.67,4191.61,215015883,0.18,4.16,14.2,7.12,72,11118,3065,1.07,134.7,98.74,2070.12,408.08,3100,6.66,44,8.54,5871,2002
2002-02-13,S&P 500,2838.66,2860.6,2881.17,2827.6,473696360,-4.74,4.49,2.14,8.61,94,16317,1799,1.37,122.19,142.27,2468.21,313.64,7522,5.09,47,22.91,10241,2002
2002-02-14,NASDAQ,3186.31,3139.12,3233.7,3089.78,475620403,-1.23,8.95,2.07,2.36,76,2303,4556,1.33,129.7,115.84,1550.01,380.62,5615,7.41,22,31.79,1849,2002
2002-02-15,Dow Jones,2731.26,2718.7900000000004,2737.5800000000004,2703.49,472868956,-0.36,7.88,8.56,3.63,105,27103,3143,1.24,123.2,38.1,996.61,373.92,2325,7.33,43,77.34,1641,2002
2002-02-16,S&P 500,1175.6,1188.28,1236.96,1169.23,966337878,4.25,1.27,8.34,4.65,108,8772,4524,1.46,92.52,145.95,972.38,313.43,9397,0.31,38,48.48,1568,2002
2002-02-17,Dow Jones,1663.0,1627.61,1674.53,1600.33,831246356,-2.41,6.1,4.12,9.64,89,23541,1899,0.87,118.03,82.13,844.0,192.23,6087,6.32,39,34.9,13889,2002
2002-02-18,S&P 500,2782.17,2814.4700000000003,2853.11,2739.27,486554767,1.2,9.96,8.43,3.97,67,16168,4635,1.36,99.82,68.06,2109.68,184.74,3093,6.3,10,15.89,10795,2002
2002-02-19,S&P 500,1836.74,1810.24,1853.69,1776.34,250102324,2.24,5.96,7.35,4.12,100,28044,3726,1.27,119.92,36.73,1979.8,449.72,8822,0.67,44,81.08,5218,2002
2002-02-20,S&P 500,1199.92,1215.15,1222.3000000000002,1185.12,551956082,1.89,7.86,13.57,6.71,110,7406,4077,1.02,88.79,141.35,1793.21,148.27,4962,4.1,10,2.15,12506,2002
2002-02-21,NASDAQ,4374.6,4365.120000000001,4417.490000000001,4337.040000000001,193423023,9.61,7.69,2.12,4.48,72,27617,2076,1.18,96.24,96.21,2101.57,323.7,3540,8.99,35,33.79,9763,2002
2002-02-22,NASDAQ,4924.77,4934.370000000001,4949.81,4889.030000000001,356641644,-4.32,3.5,14.69,9.54,85,22239,3769,1.25,136.61,148.44,2498.81,301.01,2096,9.53,37,24.35,7635,2002
2002-02-23,Dow Jones,4172.57,4133.32,4205.509999999999,4096.91,520150681,9.26,3.72,10.12,9.0,87,12431,4292,1.32,108.37,42.6,1483.14,419.36,9033,7.82,30,12.99,4672,2002
2002-02-24,S&P 500,4415.14,4366.83,4443.46,4333.5,334803748,3.73,7.24,3.97,5.38,105,3488,1037,0.93,127.16,90.96,1999.88,154.16,1174,1.51,23,17.29,4162,2002
2002-02-25,S&P 500,1967.91,2008.87,2032.46,1924.37,942637781,6.94,5.0,2.61,6.63,88,7704,1389,0.87,114.85,34.29,1441.17,374.92,7628,3.75,18,49.43,8872,2002
2002-02-26,NASDAQ,4842.51,4819.47,4867.3,4775.96,567753010,1.46,5.71,9.0,1.05,118,13528,4770,0.87,103.85,88.16,1398.5,342.34,966,1.83,31,42.66,5102,2002
2002-02-27,S&P 500,1787.7,1819.67,1856.28,1758.75,848346825,1.81,7.13,5.05,7.11,77,22660,2250,1.01,114.66,135.67,2246.56,380.48,3882,6.52,39,51.89,7201,2002
2002-02-28,NASDAQ,4805.72,4855.66,4860.05,4784.2300000000005,245673670,8.19,7.78,5.92,7.22,70,9016,612,0.91,136.96,34.21,1777.1,348.49,9484,7.73,37,72.79,12252,2002
2002-03-01,S&P 500,4979.28,4950.42,5012.69,4918.34,864677896,8.44,2.72,5.19,3.91,111,2861,4861,1.17,99.71,55.05,1005.04,325.02,4121,8.84,16,89.24,3060,2002
2002-03-02,Dow Jones,3846.89,3823.41,3891.68,3782.5,574245016,-1.42,1.47,10.45,2.59,72,18118,1616,1.11,109.5,108.71,1485.98,470.51,9462,8.61,49,11.93,10615,2002
2002-03-03,S&P 500,4924.57,4940.86,4943.75,4924.29,165666861,-2.01,2.92,9.2,9.19,70,16986,2182,1.43,94.18,29.92,2154.14,239.46,4283,0.99,34,8.36,14274,2002
2002-03-04,S&P 500,3278.16,3324.7,3331.73,3228.56,161877070,2.44,5.08,3.01,4.55,65,15274,1504,1.3,104.58,79.02,2398.0,173.88,7569,1.26,11,32.1,12479,2002
2002-03-05,NASDAQ,2038.17,2079.75,2115.58,2029.03,739545996,8.5,3.42,8.84,6.71,111,5412,4592,0.94,141.96,63.3,1844.53,418.16,690,9.1,14,54.68,4126,2002
2002-03-06,S&P 500,2747.98,2748.27,2770.13,2724.47,428184301,-0.16,5.68,12.29,0.82,114,1246,2031,0.83,135.0,128.96,1470.16,151.88,7291,8.44,38,10.08,1788,2002
2002-03-07,S&P 500,3374.24,3403.75,3423.93,3330.64,573448345,4.78,0.53,3.06,4.43,54,14873,1985,1.3,106.15,26.38,1228.37,371.89,2324,4.6,12,71.63,2515,2002
2002-03-08,NASDAQ,1292.33,1255.9,1299.1799999999998,1244.65,561819412,5.62,5.1,13.57,8.26,95,5408,2453,1.39,89.27,132.24,1517.44,319.82,7454,4.3,29,55.65,10869,2002
2002-03-09,Dow Jones,3489.37,3537.11,3562.45,3465.53,787969942,6.68,3.68,9.52,4.18,113,4191,3907,1.29,109.4,111.47,1761.61,100.51,5433,5.53,41,74.87,10832,2002
2002-03-10,Dow Jones,4924.71,4971.15,4977.48,4918.08,84232828,3.46,5.35,14.36,6.23,90,12177,2846,1.25,134.02,58.63,807.51,195.94,6233,5.97,18,35.86,3651,2002
2002-03-11,NASDAQ,1760.43,1726.8,1784.26,1707.05,39080363,1.04,4.23,3.93,2.49,93,26323,680,0.97,83.07,45.71,1256.75,298.36,4945,2.54,8,40.17,9216,2002
2002-03-12,NASDAQ,4170.38,4150.32,4208.56,4141.46,889676059,9.51,2.84,14.92,4.46,64,3564,2312,1.15,132.17,143.52,1941.58,231.89,9908,4.04,27,80.78,11686,2002
2002-03-13,NASDAQ,4631.6,4591.620000000001,4644.51,4573.4400000000005,407991932,4.17,9.04,10.38,9.31,117,22296,3429,1.31,127.59,92.01,1944.49,270.76,5004,6.2,43,26.77,9862,2002
2002-03-14,NASDAQ,4774.81,4751.9800000000005,4798.85,4733.31,173397362,5.93,1.85,9.38,5.88,100,2219,201,0.94,84.53,64.82,1910.11,340.51,4998,2.06,42,38.2,4297,2002
2002-03-15,NASDAQ,4840.54,4872.14,4921.740000000001,4790.88,201120843,0.17,6.81,8.7,9.07,103,19086,4650,1.13,124.49,25.78,2414.9,392.33,2595,9.99,24,1.45,4466,2002
2002-03-16,Dow Jones,3085.84,3073.67,3120.17,3023.9300000000003,793135895,5.05,9.25,2.31,9.07,117,22035,4388,0.88,100.91,41.55,1766.53,160.48,9496,2.83,39,55.58,2454,2002
2002-03-17,Dow Jones,4909.23,4868.07,4951.299999999999,4862.33,380151948,-1.13,5.39,14.22,9.47,91,28381,3942,1.17,92.41,97.76,1258.54,213.17,8456,5.52,40,85.16,6630,2002
2002-03-18,NASDAQ,4029.24,4013.46,4049.98,3977.16,381043841,-1.32,8.76,10.37,9.01,95,6526,3063,1.2,106.94,86.7,2179.74,354.6,2583,5.54,3,2.89,10616,2002
2002-03-19,S&P 500,1646.69,1694.8300000000002,1733.2200000000005,1644.1,633634037,5.72,1.25,3.19,0.53,74,11228,398,1.17,94.38,118.49,1461.94,335.38,3701,4.51,36,61.42,1056,2002
2002-03-20,NASDAQ,2907.6,2920.57,2922.6,2906.09,881853414,2.82,4.94,2.27,9.37,116,14573,4216,1.13,137.72,128.53,1206.79,394.74,3427,2.42,6,84.56,8550,2002
2002-03-21,S&P 500,3873.32,3864.94,3879.47,3859.67,91540747,5.25,4.57,2.66,1.81,84,8237,144,1.21,131.94,71.63,1746.47,356.2,2100,5.65,40,49.44,4120,2002
2002-03-22,NASDAQ,1989.36,1956.01,1999.51,1907.74,419577830,-0.96,0.08,9.92,0.88,71,22336,2643,1.5,148.65,33.12,1291.36,232.06,5355,0.91,3,31.37,3718,2002
2002-03-23,NASDAQ,3562.46,3611.08,3631.18,3515.42,467646386,3.98,4.43,9.98,1.03,58,7684,3959,1.24,117.39,122.9,1473.47,299.69,4672,3.87,22,99.66,13333,2002
2002-03-24,Dow Jones,3666.4,3698.48,3740.77,3656.7,552765197,1.66,3.69,8.5,3.81,73,28561,4878,1.33,86.24,91.99,1978.37,453.9,6996,2.24,43,6.58,4715,2002
2002-03-25,S&P 500,1650.8,1628.95,1668.11,1620.87,728694621,3.95,6.7,5.99,6.4,72,2289,4494,0.93,105.74,147.37,2493.11,174.44,5333,1.24,43,21.12,1555,2002
2002-03-26,S&P 500,3260.34,3217.3500000000004,3293.07,3205.32,185241256,-0.64,9.38,8.91,4.32,110,26840,3652,1.17,138.7,123.53,1896.04,250.7,2464,9.25,5,88.54,13158,2002
2002-03-27,Dow Jones,4086.51,4042.17,4121.9800000000005,4016.39,445736241,5.73,0.86,8.71,0.74,86,15075,3255,0.81,107.78,62.78,1270.02,436.69,8223,7.0,44,29.8,11673,2002
2002-03-28,Dow Jones,2995.58,2957.62,3024.89,2929.13,735032618,7.09,3.27,2.25,5.03,94,28433,3231,0.82,111.9,75.7,953.79,245.68,5928,1.69,8,82.0,4654,2002
2002-03-29,Dow Jones,1048.41,1056.49,1074.35,1037.3300000000002,943752431,-1.1,4.44,5.67,4.7,64,14186,387,1.03,108.84,50.62,1415.34,264.89,1310,9.49,8,33.39,9171,2002
2002-03-30,Dow Jones,1036.15,1079.0300000000002,1107.88,998.32,785909010,-0.49,4.55,2.69,7.69,106,14851,3805,1.13,96.48,86.56,832.83,227.69,6946,2.16,20,81.22,7653,2002
2002-03-31,S&P 500,2428.12,2427.79,2445.23,2412.31,826079326,4.92,7.75,13.7,3.16,63,29758,616,1.2,85.12,112.39,1590.08,459.81,1898,2.36,2,68.6,11563,2002
2002-04-01,S&P 500,4704.78,4739.07,4743.259999999999,4658.67,457540906,5.43,4.43,11.43,2.57,101,28073,2301,1.42,92.64,99.62,1921.97,365.34,646,1.33,12,46.91,14063,2002
2002-04-02,NASDAQ,1914.71,1909.3,1964.35,1876.46,667718449,5.56,0.27,14.95,2.93,85,759,4537,1.34,105.48,64.47,1670.05,183.51,8333,7.28,37,52.34,12918,2002
2002-04-03,NASDAQ,3537.45,3558.31,3564.67,3515.63,609304618,5.24,7.1,5.93,3.39,76,18802,4281,1.01,97.18,127.03,2270.98,399.85,1848,5.71,17,17.85,3573,2002
2002-04-04,Dow Jones,1888.3,1911.49,1915.11,1848.8,388910296,0.89,8.85,13.42,6.19,66,23388,3758,1.32,120.09,33.66,1639.89,115.41,7552,0.58,45,11.68,3093,2002
2002-04-05,Dow Jones,2286.68,2254.08,2330.61,2213.18,231900419,0.92,5.14,9.84,4.98,90,22402,4386,1.18,122.97,38.53,1586.05,258.56,6537,0.25,30,71.72,13496,2002
2002-04-06,Dow Jones,4392.17,4378.29,4407.26,4363.77,312639537,-1.18,5.81,7.89,3.7,53,23487,3423,1.35,119.9,72.54,1326.45,463.91,7013,5.33,28,84.87,3193,2002
2002-04-07,NASDAQ,3915.45,3929.18,3961.69,3898.46,586540018,-2.65,1.63,4.89,4.06,52,14734,4176,1.09,85.94,111.29,2223.94,375.91,1660,6.52,1,72.22,8526,2002
2002-04-08,NASDAQ,1381.6,1338.6699999999998,1398.05,1291.87,750187852,5.39,2.21,11.6,4.02,68,25059,4036,0.86,126.68,110.24,2336.12,417.24,3877,8.23,30,91.3,1921,2002
2002-04-09,NASDAQ,2714.81,2700.96,2734.38,2692.7200000000003,626208766,-3.6,2.35,13.75,9.74,90,15766,1269,1.23,106.92,67.65,2462.46,472.53,6302,4.78,37,89.02,11189,2002
2002-04-10,NASDAQ,1116.68,1120.16,1133.27,1114.5700000000002,372046783,9.07,4.31,5.06,2.71,89,26862,1090,1.19,141.47,110.56,2468.06,409.82,7885,6.77,6,77.84,4585,2002
2002-04-11,NASDAQ,2923.56,2973.18,2990.33,2900.86,349489213,7.4,9.28,4.28,8.27,107,7752,3805,1.47,116.79,27.88,2466.72,135.43,2666,7.34,39,89.82,13540,2002
2002-04-12,NASDAQ,3649.74,3647.19,3670.28,3607.13,897745641,7.86,5.22,11.05,7.23,88,24114,1951,0.91,85.92,57.7,2010.33,192.26,7956,6.13,9,16.81,5612,2002
2002-04-13,NASDAQ,1474.01,1505.62,1541.64,1435.43,424904252,8.6,1.92,14.7,0.55,56,599,2809,1.26,80.65,110.19,1756.51,300.0,7119,3.52,12,73.16,2611,2002
2002-04-14,Dow Jones,2155.54,2148.75,2181.12,2102.77,103308789,1.13,2.66,11.75,9.94,85,4405,4107,1.13,129.18,43.93,1092.99,105.54,1867,1.32,0,75.39,2688,2002
2002-04-15,Dow Jones,2591.35,2620.99,2668.17,2564.69,645887396,7.7,3.84,5.7,7.69,69,15590,2721,1.07,108.04,47.65,2104.01,349.84,1420,6.48,36,15.48,6049,2002
2002-04-16,Dow Jones,4678.12,4687.66,4689.75,4673.12,619709839,-2.63,6.23,7.46,6.98,78,2842,2278,1.36,100.16,31.29,2049.3,362.9,4044,7.69,24,90.97,2176,2002
2002-04-17,Dow Jones,4973.02,5011.68,5036.83,4943.59,322271257,-4.68,4.4,7.0,4.35,117,8591,938,1.37,111.3,67.38,2232.08,378.58,5511,1.9,29,0.98,10472,2002
2002-04-18,NASDAQ,1179.65,1170.74,1208.86,1131.82,191069094,6.77,3.92,13.08,5.77,115,20117,1655,1.3,85.07,127.24,1586.17,322.29,7251,4.95,1,43.52,10038,2002
2002-04-19,S&P 500,4044.03,4054.46,4100.47,4039.36,723373906,-3.88,5.65,12.03,2.91,96,5524,1322,0.86,107.44,128.73,2317.12,280.95,6008,3.97,35,2.25,633,2002
2002-04-20,NASDAQ,2486.9,2499.9,2502.36,2478.27,887902701,9.83,2.42,9.66,0.84,72,11941,2143,1.04,102.03,132.11,2021.75,442.22,8574,2.06,23,52.38,3860,2002
2002-04-21,S&P 500,2569.83,2561.57,2598.5,2560.96,618799566,5.12,0.79,5.57,8.44,55,14255,1533,0.83,136.01,24.77,1090.91,406.93,4792,2.45,11,41.27,2795,2002
2002-04-22,Dow Jones,4017.06,3981.49,4059.74,3951.81,588235359,6.3,0.24,14.19,9.02,67,17211,1268,1.04,92.24,149.15,1151.74,344.94,6462,2.38,4,62.34,14294,2002
2002-04-23,NASDAQ,4673.71,4633.07,4685.81,4588.73,15508208,-1.31,2.51,10.49,2.04,102,10043,1047,1.25,132.94,85.34,2184.25,118.41,7144,4.19,14,76.67,6325,2002
2002-04-24,Dow Jones,4803.71,4755.38,4847.52,4721.85,728853972,5.11,0.92,14.62,7.98,71,27887,260,1.16,115.03,133.45,1523.68,377.57,6104,3.9,41,76.88,11215,2002
2002-04-25,NASDAQ,3308.49,3345.84,3346.7899999999995,3259.39,596470400,-4.35,3.36,9.54,7.54,117,2789,4659,1.29,85.73,137.66,1223.32,323.26,3910,5.54,48,72.25,7251,2002
2002-04-26,Dow Jones,2428.48,2402.13,2465.1,2398.98,959701253,7.57,7.73,12.68,2.19,84,18249,3231,1.19,147.88,86.88,1518.38,377.4,6201,0.93,45,10.28,9895,2002
2002-04-27,S&P 500,4150.2,4121.349999999999,4196.86,4076.2,735697498,-2.46,7.16,12.57,4.51,58,11854,2727,1.19,131.39,26.64,1074.34,224.56,926,5.81,6,41.8,9867,2002
2002-04-28,S&P 500,2004.01,2027.61,2060.47,1963.31,951460054,5.46,6.11,6.39,4.52,80,11791,2635,1.16,98.21,97.67,2315.95,410.79,4103,0.22,1,81.61,9406,2002
2002-04-29,S&P 500,3256.3,3238.3,3278.25,3222.59,475296110,-1.63,8.53,14.53,7.72,92,29630,2372,1.06,120.72,63.43,921.62,267.17,8581,2.57,2,65.46,11003,2002
2002-04-30,NASDAQ,2434.31,2434.91,2437.15,2385.63,526559262,-3.97,2.82,2.29,8.46,66,28778,3563,1.11,143.0,46.88,1400.51,457.79,8855,5.02,3,68.13,8001,2002
2002-05-01,S&P 500,3626.52,3592.77,3672.53,3578.37,138496843,2.22,8.85,11.99,1.4,100,18292,4904,0.88,145.16,43.73,1746.78,141.6,4697,6.87,47,22.77,5295,2002
2002-05-02,NASDAQ,1961.6,2007.57,2031.08,1917.13,523152532,-2.46,3.99,14.55,5.85,115,10202,260,1.38,131.18,92.7,2285.2,293.82,7776,7.71,15,32.57,13646,2002
2002-05-03,S&P 500,1766.37,1801.53,1802.98,1722.33,692239923,5.94,4.01,6.41,7.74,73,719,1884,1.42,130.94,33.58,2128.63,182.3,8945,0.36,26,95.59,1776,2002
2002-05-04,S&P 500,4672.96,4709.34,4743.83,4635.08,838648449,-1.44,4.05,10.43,7.97,64,6907,2044,1.34,99.42,126.81,838.12,281.39,3230,5.37,21,84.71,2635,2002
2002-05-05,NASDAQ,1407.21,1397.89,1431.3,1369.72,439317188,0.14,0.98,9.31,1.91,77,10860,3282,1.21,149.28,49.55,2202.92,241.51,1180,3.54,2,16.58,14869,2002
2002-05-06,NASDAQ,3023.83,3050.07,3056.2899999999995,3017.83,492014024,3.51,9.75,11.9,5.49,52,15905,4074,1.2,97.04,91.41,1884.8,421.37,9947,6.95,48,54.51,6672,2002
2002-05-07,S&P 500,1883.41,1847.8,1894.12,1821.2000000000005,580621779,-0.73,1.39,13.26,8.65,78,14091,3724,1.13,86.26,36.31,1026.69,166.87,3208,2.84,16,49.1,10215,2002
2002-05-08,NASDAQ,1155.72,1106.58,1158.94,1088.74,184752785,0.67,3.41,9.84,3.53,101,28262,3844,0.96,148.42,131.75,1849.71,339.49,3869,7.44,21,44.42,1570,2002
2002-05-09,S&P 500,1144.08,1096.08,1172.79,1056.47,87030204,7.23,3.19,12.61,4.54,103,3739,866,1.07,90.7,109.97,2190.42,262.59,8758,6.02,6,47.11,4772,2002
2002-05-10,NASDAQ,1700.89,1709.5500000000002,1740.65,1662.98,941653525,-2.31,0.75,6.06,8.14,107,29606,2127,1.49,116.51,46.85,1823.59,307.23,4995,7.9,29,64.32,13566,2002
2002-05-11,Dow Jones,4467.08,4462.62,4492.37,4417.09,490280839,-3.77,1.52,4.97,1.35,94,18153,4106,0.9,112.78,113.05,2498.55,385.76,3634,9.84,7,96.72,3898,2002
