date,stock_index,open_price,close_price,daily_high,daily_low,trading_volume,gdp_growth_percent,inflation_rate_percent,unemployment_rate_percent,interest_rate_percent,consumer_confidence_index,government_debt_billion_usd,corporate_profits_billion_usd,forex_usd_eur,forex_usd_jpy,crude_oil_price_usd_per_barrel,gold_price_usd_per_ounce,real_estate_index,retail_sales_billion_usd,bankruptcy_rate_percent,mergers_&_acquisitions_deals,venture_capital_funding_billion_usd,consumer_spending_billion_usd,year
2003-02-15,S&P 500,2484.45,2481.09,2504.7,2451.0199999999995,944366139,1.41,2.12,11.76,8.89,65,4290,1933,1.11,108.76,118.88,1157.24,475.61,9094,7.74,17,52.0,10888,2003
2003-02-16,NASDAQ,4683.07,4669.24,4692.99,4621.2,155343923,8.49,5.22,14.78,6.9,117,11724,1091,1.42,91.55,23.12,2018.72,288.17,9104,8.42,13,70.54,14917,2003
2003-02-17,NASDAQ,3337.8,3298.6400000000003,3385.88,3265.13,435683187,2.79,6.49,2.09,4.02,75,25920,4306,1.3,146.84,70.12,972.99,348.96,4859,4.89,17,96.41,12810,2003
2003-02-18,NASDAQ,3153.33,3190.92,3216.49,3144.57,581804076,2.59,3.15,10.24,2.31,103,26783,1883,1.24,112.48,20.77,884.35,360.04,8789,5.04,36,45.26,5794,2003
2003-02-19,NASDAQ,2075.41,2103.73,2140.43,2051.72,89353774,-4.07,7.15,11.61,8.26,62,18891,1284,0.85,92.86,24.69,1448.11,136.4,6143,0.98,27,49.47,7506,2003
2003-02-20,S&P 500,2473.8,2440.61,2494.3500000000004,2408.19,9653210,8.83,9.75,13.93,6.23,110,1773,2561,0.92,130.27,82.21,2064.67,440.88,2652,8.52,32,72.31,3421,2003
2003-02-21,Dow Jones,4581.38,4582.61,4600.37,4579.97,975646265,-2.34,8.97,13.49,3.92,69,23757,1768,1.1,122.55,66.8,2276.51,165.69,8443,5.33,5,38.7,7964,2003
2003-02-22,NASDAQ,3665.85,3664.59,3686.21,3663.84,564274891,2.93,2.92,12.95,4.72,76,29510,2413,1.48,137.13,92.61,1718.22,258.97,3383,5.94,6,96.13,346,2003
2003-02-23,S&P 500,4149.55,4162.06,4182.52,4143.08,287267276,7.05,3.27,14.3,8.35,51,27180,671,1.03,149.73,28.6,2227.89,369.03,6523,1.21,4,4.14,2699,2003
2003-02-24,NASDAQ,2817.38,2862.0,2889.21,2804.8,119723911,-1.77,3.72,8.99,3.72,59,11659,4400,1.24,83.14,96.48,843.0,122.09,9641,6.02,26,40.4,4160,2003
2003-02-25,NASDAQ,3520.99,3528.97,3556.14,3499.51,637604879,2.91,3.95,2.09,1.35,109,12934,3838,1.49,131.75,28.45,1574.13,332.17,1225,0.42,7,71.41,6307,2003
2003-02-26,S&P 500,1993.53,1997.55,2022.41,1969.16,271530172,-1.39,1.0,2.14,9.16,68,29917,683,0.98,149.24,75.08,1026.76,263.97,6626,9.23,37,43.0,2882,2003
2003-02-27,Dow Jones,3821.84,3776.87,3828.58,3769.97,598919644,6.4,7.62,9.08,4.18,64,13828,2320,0.92,117.68,65.81,1790.62,125.54,1497,8.64,32,26.0,9437,2003
2003-02-28,Dow Jones,2710.41,2666.7,2735.21,2633.03,377051874,3.47,3.65,7.66,3.81,96,15203,407,1.18,130.1,49.11,2365.68,390.56,2912,1.94,11,41.4,13030,2003
2003-03-01,S&P 500,2770.18,2738.91,2778.64,2709.1,415031931,7.84,8.8,7.87,2.44,73,23736,4645,1.19,110.88,60.56,812.22,300.53,380,5.94,36,88.16,1934,2003
2003-03-02,Dow Jones,3597.29,3550.54,3603.6,3535.82,771154396,8.42,9.27,7.21,9.03,65,9904,161,1.45,104.97,20.07,1935.98,221.38,6723,6.03,36,54.75,5344,2003
2003-03-03,S&P 500,4745.12,4769.46,4816.09,4744.44,513519198,4.73,0.24,13.93,2.57,109,8311,4670,0.82,128.75,62.13,2146.99,133.73,7860,8.03,14,33.58,14234,2003
2003-03-04,S&P 500,1256.03,1278.36,1308.61,1252.15,605856652,5.88,9.89,6.67,6.55,98,10987,3888,1.09,149.17,30.19,2065.62,318.99,9768,7.57,16,67.19,3207,2003
2003-03-05,S&P 500,4298.97,4262.58,4331.9400000000005,4243.0,596865675,3.24,7.1,13.13,8.87,53,10889,2233,1.02,86.42,139.77,833.61,222.39,372,9.93,36,61.22,4303,2003
2003-03-06,Dow Jones,2169.53,2203.1400000000003,2223.2300000000005,2161.8300000000004,833190194,0.77,5.2,13.74,0.83,115,29885,2059,1.2,109.55,29.66,1095.6,478.67,7724,3.51,41,56.09,2333,2003
2003-03-07,S&P 500,2775.68,2741.16,2821.13,2722.32,921713532,4.72,3.9,8.49,8.37,98,28360,2132,0.81,145.84,143.9,960.48,336.61,7606,1.25,28,39.18,13872,2003
2003-03-08,NASDAQ,1087.65,1067.77,1119.5500000000002,1036.36,325124417,8.62,5.19,7.81,4.4,80,2764,3862,1.3,87.9,83.89,945.27,214.03,620,5.73,2,7.31,8310,2003
2003-03-09,Dow Jones,2204.18,2179.08,2242.64,2151.72,70254560,1.25,3.25,11.89,6.75,115,15865,2886,1.14,125.57,86.71,2041.31,311.45,1826,7.64,10,62.11,3059,2003
2003-03-10,Dow Jones,3010.52,2997.75,3028.95,2986.19,244105735,-0.28,6.23,11.2,4.04,103,15696,1642,1.29,110.11,122.46,1522.14,315.8,4299,2.86,25,42.04,3917,2003
2003-03-11,Dow Jones,1224.7,1200.17,1272.7,1182.98,356467453,0.83,0.93,6.27,7.11,51,18494,1775,1.11,106.38,110.4,2032.2,390.7,9398,2.36,39,42.93,2241,2003
2003-03-12,Dow Jones,2964.38,2963.28,3005.4,2932.5800000000004,358314024,1.53,6.21,3.33,2.92,110,10110,4721,1.13,94.66,50.82,1413.28,460.88,5328,8.02,44,23.48,3914,2003
2003-03-13,NASDAQ,4708.44,4699.179999999999,4751.139999999999,4656.139999999999,115546552,-3.9,2.75,5.44,0.71,64,18670,133,1.43,92.34,23.31,998.98,485.04,7387,7.54,5,25.02,13766,2003
2003-03-14,Dow Jones,1421.57,1470.23,1478.84,1383.91,194994042,2.48,0.18,3.7,9.5,109,21283,4061,0.95,116.14,121.2,2021.37,387.16,9767,2.03,34,78.77,14309,2003
2003-03-15,Dow Jones,4057.76,4013.35,4071.31,3985.68,670794599,2.41,5.53,5.83,0.66,92,14369,2899,0.95,106.42,36.87,1864.3,318.37,5097,8.69,23,47.99,8419,2003
2003-03-16,S&P 500,2638.68,2602.9,2652.96,2584.7899999999995,659237940,3.83,5.78,5.4,8.33,89,20366,1955,1.19,114.41,97.79,992.06,189.97,5486,1.35,38,11.02,10654,2003
2003-03-17,Dow Jones,3620.69,3575.9700000000003,3634.24,3557.7200000000003,515711728,0.44,4.27,10.29,2.11,79,23430,3780,1.26,93.72,142.54,2371.42,261.21,9208,1.09,33,4.68,8281,2003
2003-03-18,NASDAQ,2040.95,2053.53,2096.3,1996.98,276210216,4.2,0.72,14.41,4.23,112,10569,2785,1.05,104.51,91.43,1325.17,295.52,2082,3.51,23,22.55,8083,2003
2003-03-19,NASDAQ,1637.97,1593.42,1639.56,1591.46,556221791,8.17,8.93,10.91,8.31,73,11599,1157,1.16,149.75,57.12,1913.04,151.35,6739,8.87,18,48.8,10320,2003
2003-03-20,NASDAQ,1641.85,1675.49,1679.29,1592.4499999999998,826189157,9.33,6.11,14.05,2.46,93,16686,4601,0.96,105.76,43.24,854.37,202.56,4412,6.95,12,61.76,6625,2003
2003-03-21,NASDAQ,1281.97,1283.16,1296.86,1248.75,126426523,3.75,1.16,12.19,8.72,63,9071,3061,0.9,108.89,23.5,1553.17,493.78,5859,3.95,42,14.45,5990,2003
2003-03-22,Dow Jones,1742.59,1745.29,1755.28,1708.53,718629134,-4.36,5.11,11.46,5.23,77,23479,4488,0.97,81.39,101.02,2439.42,402.68,4021,1.57,8,43.44,10237,2003
2003-03-23,Dow Jones,3656.88,3663.04,3674.63,3654.98,820257558,9.54,4.97,7.38,3.98,63,11992,2727,1.44,106.66,92.54,2307.06,292.8,8952,7.13,18,7.35,1983,2003
2003-03-24,NASDAQ,4526.76,4493.84,4566.66,4463.56,321137047,5.59,0.6,6.22,6.79,105,17577,3920,1.36,133.44,80.02,1176.29,190.41,3834,5.99,31,3.87,11838,2003
2003-03-25,NASDAQ,4256.5,4226.27,4284.66,4202.030000000001,834309324,0.04,6.07,13.0,3.74,83,28652,3257,0.9,116.09,45.19,2294.52,329.38,7840,9.88,20,86.35,13809,2003
2003-03-26,Dow Jones,3740.54,3722.42,3740.83,3717.13,281273492,-2.79,8.08,13.77,3.8,61,14980,3743,0.83,125.99,50.76,1298.22,192.75,2145,7.66,31,65.87,7509,2003
2003-03-27,NASDAQ,1441.73,1451.08,1472.55,1427.83,441805045,-2.85,7.49,7.87,7.47,105,29221,3862,0.87,118.96,144.61,2248.8,177.24,769,1.02,45,78.13,8270,2003
2003-03-28,S&P 500,2156.75,2127.76,2177.14,2083.24,56665995,-2.48,2.03,2.12,3.44,110,26523,2231,1.01,87.38,22.65,2039.69,137.5,6223,7.28,11,18.27,3798,2003
2003-03-29,NASDAQ,2239.23,2200.86,2244.93,2173.36,793572031,-4.32,8.62,12.3,2.41,110,11082,706,1.37,103.25,67.25,1398.49,238.34,1745,2.57,28,32.28,11515,2003
2003-03-30,NASDAQ,1999.83,2046.84,2080.65,1979.16,100658278,8.53,3.43,5.71,8.17,89,23909,2455,1.02,128.6,25.05,2348.34,316.69,9721,9.62,32,44.43,9943,2003
2003-03-31,S&P 500,3060.02,3012.22,3095.12,3008.59,489322582,3.11,9.47,2.13,8.15,69,18639,2399,0.93,118.36,44.9,1624.97,163.73,3541,0.19,0,65.84,4165,2003
2003-04-01,S&P 500,3142.22,3172.49,3208.53,3106.51,683841841,5.5,0.72,12.46,5.23,91,7533,4016,1.08,127.25,141.31,1340.08,180.17,1019,2.38,48,53.53,2658,2003
2003-04-02,Dow Jones,2427.54,2456.34,2492.76,2392.4,275099565,7.42,4.86,8.73,5.5,56,24577,4375,0.89,105.21,39.44,1275.47,256.46,7482,4.99,3,55.19,14907,2003
2003-04-03,Dow Jones,2415.16,2394.88,2415.16,2364.18,856741034,6.87,5.97,10.91,7.11,117,28160,1433,1.13,93.56,98.1,2396.41,295.81,5526,0.79,12,15.78,13673,2003
2003-04-04,S&P 500,4314.22,4277.780000000001,4361.92,4252.27,596812493,8.24,2.48,13.89,5.34,80,26955,4108,1.27,138.09,65.1,2089.59,404.91,2212,3.44,22,47.53,860,2003
2003-04-05,S&P 500,4157.17,4121.7300000000005,4197.88,4100.040000000001,8875728,9.51,7.71,9.04,4.46,119,27885,2573,1.06,106.34,102.3,1394.83,326.65,4051,4.97,27,82.4,8993,2003
2003-04-06,Dow Jones,2231.18,2250.92,2296.1199999999994,2201.52,139447639,1.59,6.27,8.54,9.95,96,1347,3657,0.92,125.85,130.78,1232.09,347.08,511,4.47,42,51.0,13890,2003
2003-04-07,NASDAQ,4655.15,4669.429999999999,4670.209999999999,4643.48,76559156,9.26,0.18,5.78,1.9,100,11663,3833,1.12,106.69,57.25,1159.75,378.48,7519,4.61,49,20.05,6747,2003
2003-04-08,S&P 500,4811.26,4839.530000000001,4886.22,4764.2,80072697,5.85,6.08,5.97,6.13,107,20945,2186,1.33,144.91,30.22,1215.64,280.39,5367,8.79,11,41.4,13120,2003
2003-04-09,Dow Jones,2306.97,2350.72,2391.21,2277.53,78359806,-3.94,4.91,12.36,8.92,71,18079,3450,0.85,149.44,46.54,988.66,237.25,3399,5.05,18,75.51,2403,2003
2003-04-10,NASDAQ,2417.7,2436.89,2478.75,2402.14,35092321,5.23,1.96,7.84,7.03,73,10204,475,0.85,125.43,77.08,1624.05,420.17,2958,9.41,32,13.59,14727,2003
2003-04-11,S&P 500,3022.54,2988.13,3027.2,2965.65,539568370,5.3,9.96,4.13,8.87,83,12594,2052,1.02,122.15,86.96,869.82,431.33,9512,1.48,17,58.09,11648,2003
2003-04-12,NASDAQ,4764.48,4738.82,4801.419999999999,4698.54,507201199,8.59,8.97,3.23,3.7,112,22362,3810,1.09,138.86,142.45,819.57,161.59,2850,2.8,33,96.53,13552,2003
2003-04-13,Dow Jones,4505.28,4539.5,4587.5,4497.2,568957717,0.59,2.93,8.15,3.08,109,6832,2188,0.95,116.14,22.09,1850.72,481.35,6414,6.57,29,38.09,3826,2003
2003-04-14,S&P 500,1410.27,1381.2,1444.2,1366.56,159871177,3.77,5.41,8.04,8.59,68,25038,1793,0.82,140.87,118.49,950.41,471.97,853,2.83,42,4.46,9604,2003
2003-04-15,NASDAQ,2570.92,2528.17,2599.4500000000003,2494.19,861890997,-4.82,3.17,10.49,4.24,73,6148,3655,0.95,108.91,29.43,2236.86,448.35,1586,3.47,46,63.35,5052,2003
2003-04-16,S&P 500,3213.48,3233.81,3281.09,3197.71,362908423,-0.02,7.75,8.12,7.24,113,20204,4380,1.1,82.23,30.13,981.44,269.06,9732,9.01,46,4.81,8435,2003
2003-04-17,NASDAQ,3012.53,3002.78,3034.6800000000003,2963.15,930765780,-4.07,9.3,3.87,1.9,69,19341,171,0.86,144.86,105.04,1722.54,436.87,3471,5.39,5,19.24,12472,2003
2003-04-18,Dow Jones,1775.45,1817.45,1847.41,1768.93,564712420,2.83,3.59,8.6,7.68,76,28538,1874,1.3,130.51,138.16,1948.36,351.22,5372,3.35,3,4.93,2839,2003
2003-04-19,Dow Jones,4435.27,4450.3,4474.12,4397.14,494535065,7.26,8.06,13.79,5.72,107,3950,673,1.19,115.75,57.4,1189.56,182.16,7558,7.77,11,17.15,12488,2003
2003-04-20,S&P 500,3707.76,3666.8,3754.4,3663.38,604964940,-1.9,4.98,4.07,3.05,93,8918,4764,1.1,146.14,55.01,2310.05,409.95,2306,0.71,22,85.51,11600,2003
2003-04-21,NASDAQ,4351.63,4396.42,4400.22,4351.0,311798927,2.91,3.97,10.97,5.2,114,16450,4166,1.16,142.07,100.3,1618.36,262.44,2469,5.64,27,73.51,11781,2003
2003-04-22,S&P 500,4435.06,4410.92,4460.120000000001,4366.01,705379165,-1.94,9.38,9.72,7.12,95,2307,3807,1.26,87.59,120.92,1336.04,216.87,7265,1.0,10,34.25,8496,2003
2003-04-23,S&P 500,3993.42,3977.14,4027.77,3948.07,199767262,-3.19,5.1,11.73,0.61,103,13000,252,1.5,123.71,132.96,2331.92,451.32,7446,1.77,27,89.72,6021,2003
2003-04-24,NASDAQ,2756.84,2747.07,2796.44,2729.48,210705348,2.66,4.67,3.96,6.56,88,16205,828,1.34,117.67,52.46,2259.18,444.91,3870,0.62,39,66.55,2274,2003
2003-04-25,NASDAQ,3442.19,3397.31,3471.34,3385.68,939185119,-3.81,6.72,14.24,5.65,56,918,2379,1.18,134.35,116.23,2006.37,445.75,7668,9.02,33,44.83,7200,2003
2003-04-26,NASDAQ,1641.46,1641.11,1686.91,1610.2700000000002,862948687,3.81,2.61,10.07,2.59,103,16622,1652,1.34,101.05,59.94,1293.82,443.81,1191,0.48,47,6.93,11314,2003
2003-04-27,Dow Jones,3694.58,3656.91,3741.68,3631.46,183150126,-4.53,3.25,13.01,7.65,92,26951,3763,1.13,80.57,90.83,1463.35,321.69,8099,5.16,33,73.1,7116,2003
2003-04-28,S&P 500,1717.01,1707.11,1720.23,1657.53,496597256,-3.4,9.32,5.21,3.38,69,3655,3667,1.02,92.98,44.81,1972.55,346.77,9702,2.25,20,37.62,8057,2003
2003-04-29,S&P 500,3775.8,3760.87,3795.92,3711.710000000001,521170645,3.25,6.79,11.61,3.13,74,9610,4371,0.98,94.77,38.98,1114.98,479.55,943,3.84,35,30.35,12694,2003
2003-04-30,Dow Jones,1918.39,1945.67,1946.84,1886.64,415007231,3.87,8.27,12.15,4.98,92,24248,4444,1.08,100.4,141.59,1641.69,151.74,6453,4.94,27,28.9,14695,2003
2003-05-01,NASDAQ,1470.21,1500.53,1517.0,1448.07,849251894,-4.57,2.71,7.17,6.92,76,29948,3206,0.8,105.93,91.14,2054.13,422.5,9954,4.5,33,0.87,12128,2003
2003-05-02,Dow Jones,1661.14,1626.48,1687.98,1601.92,641332203,3.6,5.44,6.99,9.32,74,29130,4996,0.92,129.46,20.6,1918.11,310.51,977,7.48,40,74.29,2324,2003
2003-05-03,Dow Jones,1007.97,994.63,1053.51,960.51,970776935,7.58,9.71,10.55,1.84,85,20702,1099,0.89,85.2,123.15,2023.89,491.36,6200,9.12,28,14.62,8018,2003
2003-05-04,Dow Jones,3874.96,3862.3,3917.29,3857.22,959385132,5.83,3.19,3.21,4.27,115,12963,1234,1.47,114.06,109.81,2316.26,355.69,6612,3.0,25,52.11,9018,2003
2003-05-05,S&P 500,3929.6,3894.74,3935.97,3878.32,370851684,-3.03,1.6,11.56,1.14,58,3131,4842,0.85,114.91,62.36,2446.09,165.02,5785,0.25,12,1.71,3376,2003
2003-05-06,Dow Jones,3059.73,3089.58,3094.23,3055.97,125989773,3.89,5.11,2.56,7.71,102,20558,3245,1.15,123.11,80.32,1579.25,426.2,3731,8.94,33,62.83,8491,2003
2003-05-07,S&P 500,1645.45,1666.17,1695.63,1641.78,765815631,5.08,3.88,4.48,4.75,70,26421,2815,1.44,101.74,78.48,901.97,369.07,1661,9.79,18,37.01,12900,2003
2003-05-08,S&P 500,1334.22,1303.26,1360.83,1293.47,100212330,-4.44,1.6,10.63,7.22,99,5130,453,1.23,98.19,55.72,2218.4,159.57,5547,4.33,7,63.11,7436,2003
2003-05-09,S&P 500,1076.52,1063.19,1089.84,1038.93,793612307,7.83,8.89,3.28,3.56,65,7368,1402,1.15,113.87,147.47,1000.54,103.6,9403,4.56,28,9.08,533,2003
2003-05-10,NASDAQ,1662.99,1623.57,1707.96,1584.33,71920510,8.59,9.91,14.63,8.52,115,6013,4182,1.32,126.17,90.71,1173.06,317.46,2254,1.44,42,26.71,14944,2003
2003-05-11,S&P 500,4563.42,4576.24,4622.61,4539.15,933675051,7.76,5.69,13.29,5.58,75,2329,3831,1.05,83.12,136.65,1910.38,196.6,303,4.76,39,11.12,13876,2003
2003-05-12,S&P 500,1966.15,1928.29,1986.28,1911.52,829892331,7.37,7.75,10.14,9.46,93,10355,4721,0.94,100.55,96.1,2067.75,446.9,4776,3.03,15,64.64,12148,2003
