date,stock_index,open_price,close_price,daily_high,daily_low,trading_volume,gdp_growth_percent,inflation_rate_percent,unemployment_rate_percent,interest_rate_percent,consumer_confidence_index,government_debt_billion_usd,corporate_profits_billion_usd,forex_usd_eur,forex_usd_jpy,crude_oil_price_usd_per_barrel,gold_price_usd_per_ounce,real_estate_index,retail_sales_billion_usd,bankruptcy_rate_percent,mergers_&_acquisitions_deals,venture_capital_funding_billion_usd,consumer_spending_billion_usd,year
2005-01-28,Dow Jones,4753.93,4782.06,4810.76,4727.55,36672741,0.51,1.36,5.28,4.35,70,12467,442,1.1,94.19,56.81,958.77,226.06,3522,6.21,11,49.04,9787,2005
2005-01-29,NASDAQ,3647.11,3599.05,3690.26,3582.34,649039642,6.68,3.84,7.89,8.78,81,27807,3383,0.92,122.06,146.52,831.18,132.75,3255,0.4,18,76.29,7937,2005
2005-01-30,Dow Jones,1307.21,1289.91,1331.28,1279.52,284672165,-0.12,1.16,10.31,6.6,51,5666,730,1.36,91.5,141.51,1188.91,189.47,2823,6.02,26,81.32,14842,2005
2005-01-31,S&P 500,2418.66,2431.46,2435.39,2378.64,764638050,2.13,2.0,13.41,4.0,69,26086,397,1.4,107.8,97.73,1594.7,447.76,4368,4.26,23,34.4,1658,2005
2005-02-01,S&P 500,3202.65,3180.17,3230.6800000000003,3148.94,191707145,0.83,0.52,8.82,9.03,67,8089,797,0.95,94.9,61.03,1772.05,464.22,6125,8.41,1,32.67,5339,2005
2005-02-02,Dow Jones,2612.83,2653.79,2670.39,2589.43,221072139,0.14,4.38,6.86,7.62,103,5298,1605,1.3,126.39,136.52,2454.92,267.93,6161,9.07,15,73.64,5275,2005
2005-02-03,Dow Jones,4334.58,4347.97,4355.72,4323.71,200439561,-4.67,8.07,13.27,2.67,85,15718,2860,1.23,123.08,124.45,2310.39,348.36,4340,2.86,1,68.67,12178,2005
2005-02-04,S&P 500,4258.68,4215.87,4301.13,4199.16,786814069,0.4,5.86,6.03,6.62,110,964,2925,1.32,106.68,31.2,1755.57,308.2,3622,7.84,20,51.37,6644,2005
2005-02-05,NASDAQ,3447.32,3488.2200000000003,3514.3,3399.3300000000004,630107169,8.34,6.06,3.03,9.26,109,3100,478,1.35,89.01,81.92,1414.91,211.88,1271,3.1,9,42.08,4709,2005
2005-02-06,NASDAQ,2493.83,2539.61,2586.27,2467.83,5634391,5.36,2.01,7.79,5.22,85,1416,2895,1.26,94.83,147.56,1346.21,237.92,6369,2.96,41,65.75,4557,2005
2005-02-07,Dow Jones,2021.35,1979.12,2061.65,1959.09,661034046,-2.82,3.44,12.21,7.47,93,10144,805,1.47,113.05,79.01,1773.46,310.73,6129,1.93,16,3.34,3899,2005
2005-02-08,NASDAQ,1423.5,1426.74,1461.39,1397.43,484268885,3.87,8.45,2.4,9.73,117,6626,2514,1.4,148.05,141.28,2026.3,378.14,9956,6.78,11,7.66,132,2005
2005-02-09,S&P 500,2419.59,2399.9300000000003,2419.84,2360.9800000000005,851288655,8.38,0.88,9.62,7.06,115,7651,870,0.96,98.95,147.05,1618.83,239.94,2822,2.62,6,57.35,14428,2005
2005-02-10,Dow Jones,2652.69,2641.9700000000003,2674.08,2624.96,270151756,5.5,8.58,9.73,1.47,93,12160,4101,1.44,93.38,70.36,1317.48,379.57,7733,4.65,8,21.11,1884,2005
2005-02-11,S&P 500,3703.29,3671.26,3713.16,3662.32,734440355,-2.77,4.84,14.07,2.82,78,29365,1194,1.05,95.45,145.39,1842.38,484.39,8974,8.12,45,77.5,11088,2005
2005-02-12,S&P 500,3632.64,3640.45,3685.99,3603.39,358781859,8.02,8.37,5.72,6.15,97,565,3564,1.31,129.57,37.93,1748.5,109.82,7342,7.92,49,77.26,13007,2005
2005-02-13,NASDAQ,1280.43,1326.23,1334.96,1247.17,824759677,-0.48,3.18,5.62,3.12,85,27678,3694,1.39,144.03,40.82,1526.53,165.53,1609,8.55,9,71.03,8562,2005
2005-02-14,Dow Jones,2581.04,2581.35,2595.65,2545.4,798061034,1.81,3.39,7.73,9.6,57,26801,4544,1.11,85.26,55.95,2072.2,466.51,8035,1.61,15,90.37,12163,2005
2005-02-15,Dow Jones,1727.12,1685.41,1752.9599999999998,1641.31,943007373,2.89,7.52,6.64,4.35,54,13388,1331,0.84,132.45,80.78,1279.78,128.63,2363,5.87,0,14.17,9677,2005
2005-02-16,NASDAQ,1627.25,1639.25,1652.42,1608.69,202845663,7.76,7.85,11.57,4.84,96,10191,1546,1.46,114.62,43.53,1624.37,406.02,6986,9.15,8,26.0,6917,2005
2005-02-17,S&P 500,4309.21,4293.2300000000005,4319.7,4289.46,34776706,8.97,2.3,10.34,7.17,92,14499,4288,0.85,137.76,64.22,2398.58,349.59,2384,0.42,12,25.3,8735,2005
2005-02-18,S&P 500,1167.66,1203.25,1233.2,1119.74,29461914,8.94,9.73,11.87,5.48,59,18788,2502,1.04,109.51,33.47,2028.81,119.08,3059,7.95,47,78.26,11833,2005
2005-02-19,S&P 500,2676.73,2670.2,2681.18,2648.45,281905426,-4.88,0.84,12.66,4.13,59,7693,1926,1.22,80.37,75.9,1459.55,100.29,9948,2.46,15,52.18,12162,2005
2005-02-20,S&P 500,1672.81,1642.09,1675.72,1610.9299999999998,735826709,8.83,0.69,14.0,1.23,55,21455,3947,0.88,127.8,127.57,1728.5,300.8,3366,6.7,33,25.34,14194,2005
2005-02-21,Dow Jones,4517.32,4486.429999999999,4535.929999999999,4453.11,18032888,-4.18,5.96,7.6,6.17,65,23600,1192,1.39,136.56,97.36,1489.32,146.94,9565,7.17,40,13.73,8439,2005
2005-02-22,Dow Jones,3228.16,3255.04,3291.07,3200.83,893977600,-1.01,7.23,14.8,8.74,109,29040,4777,0.94,143.14,125.32,991.33,448.89,3618,9.26,29,89.31,11981,2005
2005-02-23,NASDAQ,1925.52,1902.08,1953.26,1891.82,873565700,2.72,9.61,4.8,7.01,75,11501,1820,1.49,119.83,37.64,1369.39,292.31,6315,5.09,12,69.24,2618,2005
2005-02-24,NASDAQ,3009.71,3036.43,3057.57,2971.95,85340144,2.2,4.05,11.29,4.12,70,29166,982,1.44,88.54,71.93,2262.75,193.78,2115,8.48,7,52.9,8834,2005
2005-02-25,Dow Jones,3925.95,3896.54,3954.24,3856.35,291145824,4.07,0.25,8.94,1.71,107,9578,223,1.22,105.89,25.11,1584.04,167.28,9209,0.45,10,96.55,10597,2005
2005-02-26,Dow Jones,4832.47,4814.64,4850.740000000001,4786.990000000001,447753906,2.19,6.03,12.62,8.26,90,23857,3590,1.26,134.9,68.1,1793.88,434.31,9243,4.21,48,84.97,12656,2005
2005-02-27,S&P 500,1881.78,1878.33,1928.59,1853.9,737295698,9.02,2.9,8.2,9.45,79,20692,3694,1.17,114.61,99.88,1108.46,387.5,7763,4.4,30,17.89,2125,2005
2005-02-28,S&P 500,4544.73,4589.049999999999,4591.799999999999,4539.03,66827525,-1.39,4.33,12.19,4.19,54,29253,702,1.07,128.95,93.95,1405.59,387.19,8446,5.38,42,50.86,8643,2005
2005-03-01,NASDAQ,4737.22,4780.39,4814.06,4733.02,939652027,-0.89,4.88,14.09,7.42,59,24449,3931,1.05,80.33,27.84,2379.65,134.12,8592,4.81,10,48.66,468,2005
2005-03-02,Dow Jones,4665.68,4636.37,4710.240000000001,4619.39,268754638,8.81,0.65,11.52,4.4,60,24745,404,1.42,85.11,28.07,1334.22,349.81,8486,9.68,47,84.44,14835,2005
2005-03-03,NASDAQ,3541.66,3527.48,3581.85,3511.94,504995107,-3.85,4.86,12.09,5.27,112,18844,3328,1.2,127.68,59.66,1225.95,447.79,7664,0.79,6,14.99,13170,2005
2005-03-04,Dow Jones,3519.28,3484.2200000000003,3528.48,3436.5400000000004,139001015,4.14,4.26,2.87,8.45,56,19631,3259,1.38,100.31,120.28,895.03,406.36,6452,2.65,0,45.23,6268,2005
2005-03-05,S&P 500,2612.84,2613.84,2628.6400000000003,2573.6600000000003,425138592,5.23,7.13,4.66,1.29,108,16252,1351,1.16,107.17,22.67,965.29,147.26,1537,9.69,22,63.69,7779,2005
2005-03-06,NASDAQ,4009.59,4005.65,4045.44,3972.65,905897559,2.58,6.46,14.67,5.54,61,543,1036,1.01,124.95,100.07,1794.14,479.71,9024,4.45,31,94.53,4527,2005
2005-03-07,NASDAQ,3125.18,3165.26,3169.47,3099.3,50476122,5.41,1.85,11.01,2.54,113,4342,3817,0.86,87.84,43.88,1922.06,127.89,3144,5.71,14,89.94,10879,2005
2005-03-08,Dow Jones,3709.75,3752.75,3793.34,3701.38,345595376,-2.41,2.06,9.3,3.73,90,5205,2413,1.03,138.29,142.76,1890.69,322.76,1551,0.81,17,53.43,10444,2005
2005-03-09,S&P 500,2713.83,2702.19,2749.78,2653.27,888716938,7.79,2.51,6.77,6.62,109,18772,2231,1.42,90.11,75.93,1717.71,478.0,7187,2.84,27,60.71,879,2005
2005-03-10,NASDAQ,3925.99,3925.16,3962.47,3906.41,581252400,-2.9,1.79,2.58,0.76,77,20782,3383,1.3,131.33,26.22,1634.65,428.9,4809,0.4,13,85.25,9775,2005
2005-03-11,S&P 500,4297.89,4337.51,4342.52,4292.54,828863574,1.01,6.57,6.8,6.14,112,14140,3389,1.35,100.49,112.77,922.64,372.33,1388,1.38,12,74.46,7766,2005
2005-03-12,NASDAQ,1585.75,1616.42,1652.3100000000002,1561.06,666834144,-3.87,9.94,8.49,3.19,52,16512,4944,1.34,98.2,83.0,2229.18,442.54,3347,6.33,33,87.95,2585,2005
2005-03-13,S&P 500,4331.72,4282.09,4365.71,4238.39,810157672,3.18,6.52,4.75,6.86,81,28968,2298,0.88,137.49,134.56,1672.24,369.31,1475,7.64,19,89.6,11549,2005
2005-03-14,Dow Jones,3161.19,3143.2000000000003,3202.74,3098.84,851300653,5.05,6.07,4.25,1.85,70,6383,785,0.91,118.65,104.74,1024.25,121.98,4379,8.7,23,83.28,11732,2005
2005-03-15,NASDAQ,4378.66,4370.84,4380.74,4370.29,97141038,9.12,4.1,8.61,7.49,104,25795,4335,1.02,94.38,110.03,1030.94,240.35,7591,2.51,27,1.04,6387,2005
2005-03-16,NASDAQ,2725.21,2698.18,2726.37,2653.87,520496247,6.09,3.13,9.62,6.63,67,17574,154,1.01,80.18,119.74,1672.03,270.85,4073,3.33,10,31.16,2849,2005
2005-03-17,S&P 500,2516.16,2486.12,2534.81,2472.55,353454044,3.12,9.11,5.12,9.73,102,16669,3312,0.85,148.11,74.65,1215.78,318.55,4694,5.69,27,40.41,4269,2005
2005-03-18,S&P 500,4660.24,4614.02,4667.679999999999,4612.07,779498462,8.99,9.69,9.64,9.16,110,27021,4269,0.91,110.2,123.03,2367.34,191.86,1099,0.84,21,67.82,9307,2005
2005-03-19,NASDAQ,2004.68,2019.02,2046.94,1962.29,360592384,2.18,4.97,13.7,3.19,99,7342,3306,1.4,107.82,26.58,1648.21,452.47,6438,8.07,29,30.76,6125,2005
2005-03-20,Dow Jones,4376.85,4353.1,4422.72,4309.910000000001,751105185,3.42,2.9,8.15,0.76,57,8801,3055,1.21,83.52,119.52,2463.31,191.48,2142,4.83,37,32.42,11863,2005
2005-03-21,S&P 500,2936.08,2891.31,2955.65,2861.5,100379857,3.94,7.7,13.15,6.73,61,29390,2044,1.04,142.61,102.72,2048.07,363.04,1144,9.66,16,40.08,13349,2005
2005-03-22,S&P 500,3056.38,3029.48,3098.63,3000.76,445946385,1.15,1.32,14.05,6.23,100,5058,741,1.17,89.84,93.67,2178.19,450.64,4993,1.17,21,95.54,7358,2005
2005-03-23,S&P 500,2233.87,2264.06,2264.07,2193.21,430225733,7.58,7.66,3.2,0.76,115,25590,4939,0.98,103.48,61.36,1461.09,393.13,5788,1.33,0,43.77,9367,2005
2005-03-24,NASDAQ,3292.17,3327.32,3335.75,3252.85,185633779,-2.22,8.19,3.25,1.67,90,24604,161,1.21,109.48,34.83,1027.84,154.41,9370,3.49,19,14.15,13185,2005
2005-03-25,NASDAQ,2300.84,2299.15,2302.36,2254.64,564453479,3.32,1.25,8.19,6.05,71,9328,1323,0.85,136.71,104.14,1972.48,480.56,4499,2.07,4,0.73,11972,2005
2005-03-26,NASDAQ,1157.08,1148.6899999999998,1173.49,1121.0499999999995,275911936,5.83,9.77,9.65,9.16,58,20212,2637,1.43,105.16,81.32,1492.02,136.77,9849,6.97,32,23.74,9331,2005
2005-03-27,NASDAQ,2087.99,2135.78,2181.19,2039.61,233806638,8.56,9.86,7.54,9.11,60,5812,592,0.97,117.2,48.32,2413.1,180.03,5360,9.47,44,93.89,10477,2005
2005-03-28,Dow Jones,1025.52,995.58,1030.37,945.77,92976745,8.26,9.37,6.24,1.94,62,1126,1239,1.37,110.01,25.64,1129.17,155.7,2236,0.9,0,95.5,2802,2005
2005-03-29,Dow Jones,4913.42,4884.96,4943.74,4879.13,664114461,2.63,4.96,10.33,4.15,105,569,1355,1.26,101.83,90.04,1865.06,366.77,3027,2.42,43,52.95,13181,2005
2005-03-30,NASDAQ,4862.99,4842.179999999999,4885.56,4799.7,627355907,4.65,2.46,2.03,0.91,77,27582,2595,1.17,146.24,36.42,2272.3,422.96,1934,2.38,8,64.67,12576,2005
2005-03-31,Dow Jones,2580.62,2547.9,2627.54,2522.9100000000003,994155081,0.91,5.82,14.58,4.96,113,24433,3385,1.45,135.78,140.82,1484.81,195.21,7854,5.09,31,79.61,1115,2005
2005-04-01,S&P 500,3913.48,3901.42,3919.61,3882.04,500518186,2.02,4.2,5.02,7.65,113,28965,2355,0.91,92.2,39.58,2421.23,491.7,4500,4.52,25,5.68,4722,2005
2005-04-02,S&P 500,2383.22,2424.3,2434.9,2352.57,715532676,8.59,2.06,13.92,8.0,119,22497,1101,0.88,118.83,24.16,930.25,155.7,3919,7.27,44,37.49,9961,2005
2005-04-03,S&P 500,3684.37,3695.9,3697.38,3681.57,625667912,8.96,4.24,3.42,5.24,104,14932,1225,1.03,135.76,54.07,1797.77,226.35,7484,7.33,41,64.26,8244,2005
2005-04-04,NASDAQ,4221.72,4212.91,4243.42,4187.59,671203460,8.43,6.64,5.1,1.41,86,28875,3981,1.38,120.59,42.74,2121.56,296.12,4479,5.73,47,89.84,7888,2005
2005-04-05,S&P 500,4787.02,4830.46,4844.35,4743.4800000000005,849354748,-2.92,0.71,5.05,4.12,82,10542,4205,0.82,114.56,122.86,1143.07,423.54,7629,5.91,5,72.71,14564,2005
2005-04-06,Dow Jones,2600.85,2555.7,2644.35,2545.03,762821322,7.75,3.33,14.95,9.35,74,21203,3644,0.97,85.04,57.61,898.36,250.62,7635,8.42,29,35.07,6357,2005
2005-04-07,NASDAQ,4133.19,4104.219999999999,4163.44,4082.899999999999,178252194,9.23,0.18,2.06,2.68,72,22845,1246,1.1,87.42,51.88,935.83,171.96,8732,3.97,39,91.01,5306,2005
2005-04-08,Dow Jones,2063.71,2070.3,2101.0,2016.74,979203354,0.42,7.49,10.32,3.54,109,11570,886,1.3,97.17,149.33,1342.69,285.97,4054,0.12,22,66.5,2373,2005
2005-04-09,S&P 500,4961.33,4972.89,4999.490000000001,4939.9,726217475,2.78,6.41,13.31,7.59,105,12044,2151,1.01,115.94,39.51,1179.39,290.6,9760,2.13,38,83.04,6367,2005
2005-04-10,S&P 500,1103.08,1057.04,1107.6699999999998,1039.12,786728585,6.69,0.63,10.74,7.47,112,20861,358,1.11,149.11,31.05,1180.61,106.48,2062,0.35,24,38.61,1742,2005
2005-04-11,S&P 500,3414.12,3404.42,3436.37,3382.39,469502118,3.43,9.65,6.72,9.17,57,24384,3949,1.04,136.16,59.73,1579.49,108.36,3548,3.93,24,0.32,12220,2005
2005-04-12,NASDAQ,3638.02,3652.94,3702.92,3612.05,659848992,9.9,0.23,14.46,4.19,66,8559,4716,0.86,87.7,72.66,944.39,211.06,3667,3.58,12,16.7,14564,2005
2005-04-13,Dow Jones,3752.18,3771.99,3813.75,3720.58,247163066,1.84,5.9,13.62,5.39,106,7284,815,1.32,130.21,118.86,2492.35,396.49,7917,0.99,24,92.73,2492,2005
2005-04-14,NASDAQ,1481.55,1495.36,1540.03,1441.52,993699493,5.71,7.76,7.64,4.94,111,18518,1743,1.12,136.73,144.21,1982.87,246.4,2994,7.55,16,3.41,4489,2005
2005-04-15,NASDAQ,4754.12,4736.18,4795.28,4713.570000000001,575988551,6.89,7.88,9.45,9.31,60,14593,223,1.37,109.0,119.28,851.5,184.48,3110,5.53,43,59.64,2611,2005
2005-04-16,S&P 500,1724.73,1684.08,1729.88,1643.21,370601456,2.41,0.34,14.58,7.81,116,12168,1873,1.29,103.11,114.46,1976.24,145.19,3963,2.26,26,40.97,1676,2005
2005-04-17,NASDAQ,3491.01,3483.7200000000003,3502.38,3457.03,953808343,7.85,9.06,14.77,8.4,89,3043,1021,0.84,120.92,148.89,2146.11,212.21,7425,7.59,10,43.01,7407,2005
2005-04-18,NASDAQ,1890.7,1853.58,1890.86,1836.66,239223334,3.19,9.18,7.85,1.76,89,16618,2277,1.15,116.34,119.5,1124.3,292.58,844,6.68,5,40.14,5667,2005
2005-04-19,S&P 500,2228.87,2273.63,2288.81,2195.97,511460064,1.17,5.61,13.02,8.02,105,7853,1603,1.49,98.56,38.14,2228.47,137.35,7492,1.92,14,6.84,13549,2005
2005-04-20,NASDAQ,3185.83,3183.35,3191.26,3147.46,550086440,-3.38,4.82,5.93,4.61,102,13849,1952,1.02,107.82,80.0,1840.0,105.97,656,9.83,36,12.32,3838,2005
2005-04-21,S&P 500,2668.77,2650.5,2692.41,2622.6,709016618,0.9,0.45,6.83,0.72,77,1268,2224,1.15,118.11,85.46,2195.45,150.92,3900,1.77,31,6.39,603,2005
2005-04-22,S&P 500,1640.9,1667.5300000000002,1701.39,1638.0700000000002,960010578,6.01,5.62,4.14,1.07,91,14663,3354,1.26,120.59,59.63,2018.38,395.19,4825,7.72,47,5.49,12298,2005
2005-04-23,S&P 500,1683.75,1683.54,1727.48,1675.05,149861697,8.82,4.09,4.72,6.94,95,15595,2513,0.94,117.22,41.36,1997.87,286.52,1951,9.68,23,8.65,10794,2005
2005-04-24,S&P 500,2672.58,2653.58,2710.04,2639.32,226599798,-1.22,7.73,10.54,4.03,67,22648,4487,1.29,139.23,112.53,1069.01,278.07,2456,7.26,10,69.69,425,2005
2005-04-25,NASDAQ,4029.13,4060.33,4107.26,4015.0,87736522,0.33,4.04,8.64,8.75,72,3103,256,1.26,82.22,56.07,1336.85,107.9,3964,6.66,41,11.51,9872,2005
2005-04-26,S&P 500,4591.86,4628.58,4631.27,4558.19,832135970,-2.69,6.84,5.0,7.48,75,1491,1223,1.06,103.31,101.21,1689.52,384.38,4297,9.03,28,26.22,12142,2005
2005-04-27,S&P 500,1336.51,1353.81,1354.4199999999998,1335.59,682173264,5.36,1.01,7.24,0.71,78,26804,1017,1.0,132.49,61.94,991.33,180.76,6375,2.69,7,65.73,12129,2005
2005-04-28,NASDAQ,2572.42,2527.12,2605.49,2489.34,39280105,9.4,1.33,6.85,7.03,101,10720,1802,1.44,125.62,85.81,1613.44,136.35,1983,2.77,36,11.32,4987,2005
2005-04-29,NASDAQ,1400.98,1407.61,1422.0800000000002,1387.71,609538940,4.61,1.4,14.84,2.33,95,26605,1765,0.89,144.28,63.82,1557.04,436.81,4397,6.41,9,91.03,10652,2005
2005-04-30,Dow Jones,1066.37,1092.6999999999998,1105.38,1050.87,811166146,4.26,0.46,13.1,4.51,50,17372,4333,1.1,121.16,73.53,1194.27,294.24,7554,8.82,9,47.8,651,2005
2005-05-01,NASDAQ,3646.87,3610.52,3663.41,3584.12,932908693,3.3,5.41,7.04,6.43,112,8679,2211,1.34,124.67,115.17,1139.52,399.57,3943,6.17,0,96.31,4028,2005
2005-05-02,NASDAQ,3409.8,3382.67,3423.29,3371.87,813927266,-3.67,7.94,13.88,8.79,65,4652,3814,0.9,129.35,134.9,1220.54,428.75,6537,9.77,44,19.33,8584,2005
2005-05-03,Dow Jones,1652.08,1690.33,1715.9,1607.86,355768340,5.94,6.1,6.45,4.83,74,17395,2654,1.45,93.03,86.14,1828.68,485.85,8309,2.23,22,3.16,10086,2005
2005-05-04,NASDAQ,1935.25,1887.26,1957.26,1882.99,283983128,4.03,5.75,10.68,8.18,111,28395,3124,1.17,132.73,99.33,1505.42,349.48,771,8.26,17,59.07,9255,2005
2005-05-05,NASDAQ,1094.83,1120.1,1145.7199999999998,1072.61,616511910,4.92,6.81,14.57,7.94,65,27227,4135,1.15,100.99,132.37,1503.73,127.31,6192,9.27,22,32.94,1703,2005
2005-05-06,NASDAQ,4339.79,4337.17,4373.43,4294.7,939493505,8.48,3.4,7.07,4.44,118,27680,2936,1.1,109.72,38.62,1108.95,323.08,9430,4.27,4,57.28,12764,2005
2005-05-07,NASDAQ,4898.76,4893.4400000000005,4918.12,4862.650000000001,840259904,6.76,3.62,10.84,5.26,119,27183,2497,1.41,80.98,41.09,2138.52,303.81,8499,9.62,47,47.42,2892,2005
2005-05-08,Dow Jones,1541.84,1492.55,1554.41,1477.93,699289798,6.71,3.14,5.85,7.15,83,22581,2294,1.46,139.05,66.7,1990.64,123.03,260,2.02,37,45.77,13284,2005
2005-05-09,NASDAQ,1925.9,1957.84,1966.15,1904.86,452378579,8.91,7.12,5.46,0.8,102,1234,1655,1.07,146.74,60.18,1529.43,222.52,4514,9.53,30,85.13,9921,2005
2005-05-10,NASDAQ,4473.64,4459.62,4491.110000000001,4424.29,69539818,9.85,1.62,9.46,8.96,72,6178,3725,1.18,84.21,148.23,1041.74,264.87,4657,9.03,41,19.26,13106,2005
2005-05-11,Dow Jones,4705.86,4709.94,4747.03,4657.2,876382661,3.72,0.13,14.73,7.81,92,3809,3009,1.02,124.46,93.33,2014.99,164.39,1682,0.66,38,50.01,12688,2005
